synsetId	ili	partOfSpeech	lexfile	members	definition	exampleCount
awn4-00809161-n	i39647	n			التنسيق عن طريق جعل الأشياء تشير إلى نفس الوقت أو تحدث فيه	1
awn4-00809246-s	i4440	s			مليء بالبهجة والمرح أو يُظهرهما	0
awn4-00809380-s	i4441	s			يتميّز بروح عالية أو حماسة متّقدة	0
awn4-00809429-n	i39648	n			قطع التيار الكهربائي عن خطوط معينة عندما يصبح الطلب أكبر من العرض	0
awn4-00809586-n	i39649	n			التحديد التناسبي لإنتاج أو توزيع شيء ما (مثل النفط الخام)	0
awn4-00809603-v	i25705	v			اعترض على	1
awn4-00809634-s	i4442	s			يُعبَّر عنه بحماسة غير مقيّدة	0
awn4-00809813-s	i4443	s			يفيض بالحياة والطاقة	0
awn4-00809824-v	i25706	v			أثار اعتراضاً رسمياً في المحكمة	0
awn4-00809843-n	i39650	n			فعل الحد أو التقييد (كما هو الحال عن طريق التنظيم)	0
awn4-00809957-s	i4444	s			يتّسم بالحيوية أو الحماسة أو الخلاف	0
awn4-00810005-v	i25707	v			طلب تحديد الهوية	1
awn4-00810082-a	i4445	a			يفتقر إلى الحيوية أو النشاط	6
awn4-00810146-n	i39651	n			فرض قيود على حجم وتسليح القوات المسلحة لبلد ما	0
awn4-00810190-v	i25708	v			تحدى بدوره	1
awn4-00810275-n	i39652	n			تحديد أو قيد	1
awn4-00810333-v	i25709	v			أثار اعتراضات تافهة	0
awn4-00810428-n	i39653	n			تثبيت (للأسعار أو الأجور وغيرها) عند مستوى معين	1
awn4-00810517-v	i25710	v			أجرى حواراً للتلفزيون أو الصحف أو الإذاعة	0
awn4-00810561-s	i4446	s			يفتقر إلى الحيوية أو الروح؛ بلا حياة	0
awn4-00810628-n	i39654	n			تقييد مفاجئ لنشاط ما	0
awn4-00810733-v	i25711	v			حاول معرفة آراء ونوايا شخص ما	1
awn4-00810735-n	i39655	n			فعل استئجار شيء أو شخص ما	1
awn4-00810847-s	i4447	s			بليد وبطيء الحركة وجامد كالثور	0
awn4-00810862-n	i39656	n			تجميد عمليات التوظيف الجديدة	0
awn4-00810910-v	i25712	v			ناقش رسميًا مع (شخص) لغرض التقييم	1
awn4-00810940-n	i39657	n			تجميد الأسعار عند مستوى معين	0
awn4-00810969-s	i4448	s			يفتقر إلى الحيوية أو السحر أو المفاجأة	0
awn4-00811034-n	i39658	n			تجميد الأجور عند مستوى معين	0
awn4-00811115-v	i25713	v			ذهب لمقابلة على أمل الحصول على وظيفة	1
awn4-00811126-n	i39659	n			فعل امتلاك والسيطرة على الممتلكات	0
awn4-00811237-s	i4449	s			يفتقر إلى الخفّة أو الحيوية	0
awn4-00811316-v	i25714	v			تجنب أو حاول تجنب أداء أو الإجابة على أو القيام بـ (الواجبات أو الأسئلة أو القضايا)	4
awn4-00811363-n	i39660	n			(رياضة) فعل السيطرة على الكرة	1
awn4-00811387-s	i4450	s			مكرّر بشكل مملّ أو يفتقر إلى التنوّع	0
awn4-00811547-n	i39661	n			(قانون) السيطرة المادية الفورية والمباشرة على الممتلكات	0
awn4-00811581-s	i4451	s			يفتقر إلى التألّق أو الحيوية	0
awn4-00811687-n	i39662	n			(قانون) امتلاك السلطة والنية لامتلاك والسيطرة على الممتلكات ولكن دون سيطرة مباشرة	0
awn4-00811761-a	i4452	a			يتميز بالعمل أو القوة أو قوة الشخصية	3
awn4-00811888-v	i25715	v			راوغ أو تجنب الإجابة أو افترض صحة الأمر مسبقاً	2
awn4-00811895-n	i39663	n			(قانون) حيازة يعاقب عليها القانون لأن الممتلكات قد لا يتم حيازتها بشكل قانوني	0
awn4-00812047-v	i25716	v			تهرب من حقيقة نقطة أو سؤال عن طريق إثارة اعتراضات غير ذات صلة	0
awn4-00812159-n	i39664	n			حيازة مواد خاضعة للرقابة	0
awn4-00812184-s	i4453	s			يتّسم بالاستعداد لتولّي المهمّة وإنجازها	0
awn4-00812219-v	i25717	v			لم يتعرض لـ (تجربة أو حدث)	1
awn4-00812259-n	i39665	n			فعل الاحتفاظ بشيء ما	0
awn4-00812391-s	i4454	s			يتميّز بالتغيّر المستمرّ أو الفعل المؤثّر	0
awn4-00812391-v	i25718	v			نجا من عواقب محتملة غير سارة؛ أفلت بفعل محظور	2
awn4-00812455-n	i39666	n			فعل الامتناع عن إعطاء شيء أو الاحتفاظ به في حوزتك	2
awn4-00812509-s	i4455	s			له قوّة الدفع أو التحريك	0
awn4-00812697-n	i39667	n			عمل تعظيمي للذات يتم القيام به لمجرد متعة ممارسة السيطرة على الآخرين	0
awn4-00812701-v	i25719	v			استخدم المكر أو الخداع للهروب أو التجنب	1
awn4-00812733-s	i4456	s			يمدّ بالقوّة المحرّكة	0
awn4-00812833-v	i25720	v			تجنب شيئاً غير سار أو شاقاً	1
awn4-00812882-n	i39668	n			استجابة طبيعية لوجود البراز في المستقيم	0
awn4-00812912-s	i4457	s			شديد النشاط أو القوّة	0
awn4-00813016-n	i39669	n			فعل تخزين شيء ما	0
awn4-00813037-v	i25721	v			ابتعد عن؛ بقي بعيداً عن؛ بقي خارج طريق شخص أو شيء ما	1
awn4-00813152-n	i39670	n			الحفظ والترتيب المنهجي للمستندات والأوراق	1
awn4-00813191-s	i4458	s			يدفع أو يُدفَع إلى الأمام	0
awn4-00813322-n	i39671	n			المشروع التجاري لتخزين البضائع والمواد	0
awn4-00813359-s	i4459	s			يميل إلى الدفع أو قادر عليه	0
awn4-00813382-v	i25722	v			امتنع عن الدخول أو المشي على	2
awn4-00813486-n	i39672	n			تخزين مبرد للحفظ	0
awn4-00813543-v	i25723	v			تجنب التعامل مع	1
awn4-00813582-n	i39673	n			عملية التعبئة أو التخزين	0
awn4-00813657-v	i25724	v			تجنب الاضطرار للتعامل مع مهمة غير سارة	1
awn4-00813716-n	i39674	n			عملية التخزين في خزانات أو صهاريج	0
awn4-00813733-s	i4460	s			يتحرّك بقوّته الذاتية أو زخمه	0
awn4-00813811-v	i25725	v			تجنب وابتعد عن عمد؛ بقي بعيداً عن	0
awn4-00813815-n	i39675	n			التدابير المتخذة للسيطرة على أعمال الشغب	0
awn4-00813924-s	i4461	s			كأنّه يضرب بضربات كاسحة قوية	0
awn4-00813935-n	i39676	n			فعل الإمساك بشيء بإحكام باليدين	0
awn4-00813960-v	i25726	v			تعامل مع (شيء غير سار) وجهاً لوجه	2
awn4-00814050-a	i4462	a			يتميز بغياب القوة أو الحيوية	0
awn4-00814187-n	i39677	n			فعل الإمساك	3
awn4-00814205-s	i4463	s			أحرز تقدّماً أقلّ من المعتاد	0
awn4-00814242-v	i25727	v			ناقش إيجابيات وسلبيات قضية ما	0
awn4-00814333-s	i4464	s			لا ينمو ولا يتغيّر؛ بلا قوّة أو حيوية	0
awn4-00814485-a	i4465	a			لديه أو يظهر اهتماماً شديداً أو رغبة قوية أو ترقباً نافد الصبر	5
awn4-00814544-v	i25728	v			أخضع موضوعًا لفحص أو نقاش أو تداول مطول	1
awn4-00814638-n	i39678	n			مسكة تستخدم في رياضة المصارعة	0
awn4-00814706-v	i25729	v			فكر في الأمر بعناية؛ وازن الأمور	2
awn4-00814817-s	i4466	s			شديد الرغبة والتوق	0
awn4-00814881-n	i39679	n			مسكة مصارعة مع لف الذراعين بإحكام حول الخصم	0
awn4-00814990-s	i4467	s			لديه أو يُظهر حماسة واندفاعاً كبيرين	0
awn4-00814997-n	i39680	n			أي من مسكات المصارعة حيث يتم تمرير الذراع تحت ذراع الخصم من الخلف والضغط على الرقبة	0
awn4-00815105-s	i4468	s			(عادة يُتبع بـ 'لـ') مليء بالتوق والاندفاع	0
awn4-00815157-v	i25730	v			انخرط في تفكير عميق أو نقاش أو دراسة صعبة	1
awn4-00815232-n	i39681	n			مسكة مصارعة يضع فيها الحامل كلا ذراعيه تحت ذراعي الخصم ويضغط على الرقبة	0
awn4-00815276-s	i4469	s			متحمّس بشكل مفرط	0
awn4-00815313-v	i25731	v			ناقش بشكل خفيف	1
awn4-00815389-a	i4470	a			يفتقر إلى الاهتمام أو الروح أو الحيوية	1
awn4-00815452-v	i25732	v			أشرف على نقاش أو ترأسه	1
awn4-00815461-n	i39682	n			مسكة مصارعة يضع فيها الحامل ذراعًا واحدة تحت ذراع الخصم ويضغط على الرقبة	0
awn4-00815538-s	i4471	s			غير متحمّس؛ يتردّد في الإقدام	0
awn4-00815636-n	i39683	n			مسكة مصارعة يتم فيها لي ذراع الخصم خلف ظهره	0
awn4-00815640-v	i25733	v			تحدث مع الآخرين حول (شيء ما)؛ بحث الأمر بالتفصيل	1
awn4-00815739-a	i4472	a			له أذنان (أو زوائد تشبه الأذنين) أو له أذنان من نوع معين؛ غالباً ما يستخدم في التركيبات اللفظية	0
awn4-00815767-n	i39684	n			مسكة مصارعة يتم فيها حبس رأس الخصم بين ثنية المرفق وجانب الجسم	0
awn4-00815935-n	i39685	n			مسكة مصارعة تتقاطع فيها ذراعي الخصم أمام رقبته للضغط على القصبة الهوائية	0
awn4-00815986-s	i4473	s			له أُذينات أو زوائد أذنية	0
awn4-00816090-s	i4474	s			له أذنان مُنحنيتان أو متدلّيتان	0
awn4-00816119-n	i39686	n			أي مسكة مصارعة يتم فيها لي أو الضغط على جزء من جسم الخصم	0
awn4-00816120-v	i25734	v			تحدث بطريقة مهينة أو غير وقورة (عن المقدسات)	1
awn4-00816195-s	i4475	s			له أذنان تُشبهان أذنَي الفأر	0
awn4-00816279-s	i4476	s			له أذنان قصيرتان	0
awn4-00816283-v	i25735	v			تحدث بإسهاب ورسمية عن موضوع ما	1
awn4-00816326-n	i39687	n			مسكة مصارعة تلف فيها ساقيك حول جسم الخصم أو رأسه وتضم قدميك وتعصر	0
awn4-00816354-s	i4477	s			له أذنان صغيرتان	0
awn4-00816429-a	i4478	a			يفتقر إلى الأذنين الخارجيتين	1
awn4-00816512-v	i25736	v			أبطل بالحجة أو الدليل أو البرهان	1
awn4-00816521-a	i4479	a			عند أو بالقرب من بداية فترة زمنية أو مسار أحداث أو قبل الوقت المعتاد أو المتوقع	7
awn4-00816560-n	i39688	n			مسكة مصارعة تضغط فيها الذراعان على القصبة الهوائية للخصم	0
awn4-00816697-n	i39689	n			مسكة مصارعة يتم فيها مسك إصبع القدم ولوي الساق ضد المفاصل	0
awn4-00816833-v	i25737	v			قدم دفاعاً أو دحضاً (لتهمة) أو في (جدال)	1
awn4-00816834-n	i39690	n			فعل توجيه السفينة	0
awn4-00816981-n	i39691	n			فعل تحديد المسار والحفاظ عليه	1
awn4-00817041-v	i25738	v			التحدث رداً على شيء	1
awn4-00817158-s	i4480	s			موجود منذ البداية؛ في أبكر مرحلة أو حالة أصلية	0
awn4-00817201-v	i25739	v			الإجابة بشكل كافٍ أو ناجح	1
awn4-00817305-n	i39692	n			عملية توجيه شيء ما نحو هدف	1
awn4-00817348-v	i25740	v			التفاعل لفظياً	3
awn4-00817462-n	i39693	n			توجيه السفن أو الطائرات من مكان إلى آخر	0
awn4-00817484-s	i4481	s			يسبق الوقت أو الحاجة المتوقّعة	0
awn4-00817642-s	i4482	s			يتعلّق بأقدم الصخور المعروفة التي تشكّلت خلال دهر ما قبل الكامبري	0
awn4-00817805-v	i25741	v			الرد بطريقة وقحة أو غير مهذبة	2
awn4-00817820-s	i4483	s			ينتمي إلى القسم الأقدم من قسمَي دهر ما قبل الكامبري	0
awn4-00818014-v	i25742	v			الرد (غالباً بسرعة أو بحدة)	0
awn4-00818037-s	i4484	s			يعود إلى ما قبل ظهور الحياة	0
awn4-00818080-n	i39694	n			الملاحة بالطائرة اعتمادًا كليًا على الأجهزة	0
awn4-00818180-s	i4485	s			(صيغة تفضيل لـ 'مُبَكِّر') أكثر أو أشدّ تبكيراً	0
awn4-00818191-n	i39695	n			الملاحة وفقًا لمواقع النجوم	0
awn4-00818217-v	i25743	v			أعلن عدم الصحة؛ ناقض	2
awn4-00818326-n	i39696	n			طريقة للتحكم في طيران صاروخ أو مركبة فضائية بالرجوع إلى مواقع الأجرام السماوية	0
awn4-00818471-s	i4486	s			مبكّر إلى حدّ ما	0
awn4-00818489-v	i25744	v			رفض باعتباره غير صحيح أو لا أساس له أو غير عادل	1
awn4-00818502-n	i39697	n			طريقة للتحكم في طيران صاروخ بواسطة أجهزة تستجيب لقوى القصور الذاتي	0
awn4-00818569-s	i4487	s			مبكّر بشكل غير مألوف أو قبل الوقت المتوقّع	0
awn4-00818664-v	i25745	v			رفض القبول أو التصديق	1
awn4-00818678-n	i39698	n			طريقة للتحكم في طيران الصاروخ عن طريق أوامر صادرة من الأرض	0
awn4-00818796-s	i4488	s			أبكر ممّا ينبغي أو أكثر تسرّعاً من اللازم	0
awn4-00818828-v	i25746	v			رفض الاعتراف بـ أو معرفة (شخص)	1
awn4-00818852-n	i39699	n			طريقة للتحكم في طيران الصاروخ بواسطة أجهزة تستجيب لقوة واتجاه مجال الجاذبية الأرضية	0
awn4-00818972-v	i25747	v			أعلن صحة الشيء أو اعترف بوجوده أو حقيقته	2
awn4-00818975-s	i4489	s			تشكّل في القسم اللاحق من قسمَي دهر ما قبل الكامبري	0
awn4-00819055-n	i39700	n			الملاحة بدون مساعدة الرصد الفلكي	0
awn4-00819155-s	i4490	s			يدلّ على الأوّل أو الأقدم أو الأصلي	0
awn4-00819168-n	i39701	n			(خلال الحرب العالمية الثانية في بريطانيا) مراقبة الحرائق التي تسببها القنابل التي تسقط من السماء	0
awn4-00819341-n	i39702	n			نشاط حماية شخص أو شيء ما	1
awn4-00819413-v	i25748	v			اعترف بحرية وصراحة	1
awn4-00819418-s	i4491	s			مبكّر جدّاً من الوقت	0
awn4-00819510-a	i4492	a			بين فترة زمنية سابقة وأخرى لاحقة	2
