type	subtag	tag	preferredValue	suppressScript	macrolanguage	scope	deprecated	added	prefix	description
extlang	rsi		rsi				2017-02-23	2009-07-29	sgn	Rennellese Sign Language
extlang	rsl		rsl					2009-07-29	sgn	Russian Sign Language
extlang	rsm		rsm					2016-05-30	sgn	Miriwoong Sign Language
extlang	rsn		rsn					2022-02-25	sgn	Rwandan Sign Language
extlang	sdl		sdl					2009-07-29	sgn	Saudi Arabian Sign Language
extlang	sfb		sfb					2009-07-29	sgn	Langue des signes de Belgique Francophone | French Belgian Sign Language
extlang	sfs		sfs					2009-07-29	sgn	South African Sign Language
extlang	sgg		sgg					2009-07-29	sgn	Swiss-German Sign Language
extlang	sgx		sgx					2009-07-29	sgn	Sierra Leone Sign Language
extlang	shu		shu		ar			2009-07-29	ar	Chadian Arabic
extlang	sjc		sjc		zh			2024-12-12	zh	Shaojiang Chinese
extlang	slf		slf					2009-07-29	sgn	Swiss-Italian Sign Language
extlang	sls		sls					2009-07-29	sgn	Singapore Sign Language
extlang	sqk		sqk					2012-08-12	sgn	Albanian Sign Language
extlang	sqs		sqs					2009-07-29	sgn	Sri Lankan Sign Language
extlang	sqx		sqx					2021-02-20	sgn	Kufr Qassem Sign Language (KQSL)
extlang	ssh		ssh		ar			2009-07-29	ar	Shihhi Arabic
extlang	ssp		ssp					2009-07-29	sgn	Spanish Sign Language
extlang	ssr		ssr					2009-07-29	sgn	Swiss-French Sign Language
extlang	svk		svk					2009-07-29	sgn	Slovakian Sign Language
extlang	swc		swc		sw			2009-07-29	sw	Congo Swahili
extlang	swh		swh		sw			2009-07-29	sw	Swahili (individual language) | Kiswahili
extlang	swl		swl					2009-07-29	sgn	Swedish Sign Language
extlang	syy		syy					2009-07-29	sgn	Al-Sayyid Bedouin Sign Language
extlang	szs		szs					2017-02-23	sgn	Solomon Islands Sign Language
extlang	tmw		tmw		ms			2009-07-29	ms	Temuan
extlang	tse		tse					2009-07-29	sgn	Tunisian Sign Language
extlang	tsm		tsm					2009-07-29	sgn	Turkish Sign Language | Türk İşaret Dili
extlang	tsq		tsq					2009-07-29	sgn	Thai Sign Language
extlang	tss		tss					2009-07-29	sgn	Taiwan Sign Language
extlang	tsy		tsy					2009-07-29	sgn	Tebul Sign Language
extlang	tza		tza					2009-07-29	sgn	Tanzanian Sign Language
extlang	ugn		ugn					2009-07-29	sgn	Ugandan Sign Language
extlang	ugy		ugy					2009-07-29	sgn	Uruguayan Sign Language
extlang	ukl		ukl					2009-07-29	sgn	Ukrainian Sign Language
extlang	uks		uks					2009-07-29	sgn	Urubú-Kaapor Sign Language | Kaapor Sign Language
extlang	urk		urk		ms			2009-07-29	ms	Urak Lawoi'
extlang	uzn		uzn		uz			2009-07-29	uz	Northern Uzbek
extlang	uzs		uzs		uz			2009-07-29	uz	Southern Uzbek
extlang	vgt		vgt					2009-07-29	sgn	Vlaamse Gebarentaal | Flemish Sign Language
extlang	vkk		vkk		ms			2009-07-29	ms	Kaur
extlang	vkt		vkt		ms			2009-07-29	ms	Tenggarong Kutai Malay
extlang	vsi		vsi					2009-07-29	sgn	Moldova Sign Language
extlang	vsl		vsl					2009-07-29	sgn	Venezuelan Sign Language
extlang	vsv		vsv					2009-07-29	sgn	Valencian Sign Language | Llengua de signes valenciana
extlang	wbs		wbs					2017-02-23	sgn	West Bengal Sign Language
extlang	wuu		wuu		zh			2009-07-29	zh	Wu Chinese
extlang	xki		xki					2009-07-29	sgn	Kenyan Sign Language
extlang	xml		xml					2009-07-29	sgn	Malaysian Sign Language
extlang	xmm		xmm		ms			2009-07-29	ms	Manado Malay
extlang	xms		xms					2009-07-29	sgn	Moroccan Sign Language
extlang	yds		yds				2015-02-12	2009-07-29	sgn	Yiddish Sign Language
extlang	ygs		ygs					2014-02-28	sgn	Yolŋu Sign Language
extlang	yhs		yhs					2015-04-17	sgn	Yan-nhaŋu Sign Language
extlang	ysl		ysl					2009-07-29	sgn	Yugoslavian Sign Language
extlang	ysm		ysm					2021-02-20	sgn	Myanmar Sign Language
extlang	yue		yue		zh			2009-07-29	zh	Yue Chinese | Cantonese
extlang	zhk		zhk					2026-05-05	sgn	Kurdish Sign Language
extlang	zib		zib					2009-07-29	sgn	Zimbabwe Sign Language
extlang	zlm		zlm		ms			2009-07-29	ms	Malay (individual language)
extlang	zmi		zmi		ms			2009-07-29	ms	Negeri Sembilan Malay
extlang	zsl		zsl					2009-07-29	sgn	Zambian Sign Language
extlang	zsm		zsm		ms			2009-07-29	ms	Standard Malay
script	Adlm							2014-12-11		Adlam
script	Afak							2011-01-07		Afaka
script	Aghb							2012-11-01		Caucasian Albanian
script	Ahom							2013-12-02		Ahom | Tai Ahom
script	Arab							2005-10-16		Arabic
script	Aran							2014-12-11		Arabic (Nastaliq variant)
script	Armi							2007-12-05		Imperial Aramaic
script	Armn							2005-10-16		Armenian
script	Avst							2007-07-28		Avestan
script	Bali							2005-10-16		Balinese
script	Bamu							2009-07-30		Bamum
script	Bass							2010-04-10		Bassa Vah
script	Batk							2005-10-16		Batak
script	Beng							2005-10-16		Bengali | Bangla
script	Berf							2025-02-06		Beria Erfe
script	Bhks							2015-07-24		Bhaiksuki
script	Blis							2005-10-16		Blissymbols
script	Bopo							2005-10-16		Bopomofo
script	Brah							2005-10-16		Brahmi
script	Brai							2005-10-16		Braille
script	Bugi							2005-10-16		Buginese
script	Buhd							2005-10-16		Buhid
script	Cakm							2007-12-05		Chakma
script	Cans							2005-10-16		Unified Canadian Aboriginal Syllabics
script	Cari							2006-07-21		Carian
script	Cham							2005-10-16		Cham
script	Cher							2005-10-16		Cherokee
script	Chis							2023-10-16		Chisoi
script	Chrs							2019-09-11		Chorasmian
script	Cirt							2005-10-16		Cirth
script	Copt							2005-10-16		Coptic
script	Cpmn							2017-08-13		Cypro-Minoan
script	Cprt							2005-10-16		Cypriot syllabary
script	Cyrl							2005-10-16		Cyrillic
script	Cyrs							2005-10-16		Cyrillic (Old Church Slavonic variant)
script	Deva							2005-10-16		Devanagari | Nagari
script	Diak							2019-09-11		Dives Akuru
script	Dogr							2017-01-13		Dogra
script	Dsrt							2005-10-16		Deseret | Mormon
script	Dupl							2010-08-16		Duployan shorthand | Duployan stenography
script	Egyd							2005-10-16		Egyptian demotic
script	Egyh							2005-10-16		Egyptian hieratic
script	Egyp							2005-10-16		Egyptian hieroglyphs
script	Elba							2010-08-16		Elbasan
script	Elym							2018-10-28		Elymaic
script	Ethi							2005-10-16		Ethiopic | Geʻez | Ge'ez
script	Gara							2023-10-16		Garay
script	Geok							2005-10-16		Khutsuri (Asomtavruli and Nuskhuri)
script	Geor							2005-10-16		Georgian (Mkhedruli and Mtavruli)
script	Glag							2005-10-16		Glagolitic
script	Gong							2017-01-13		Gunjala Gondi
script	Gonm							2017-01-13		Masaram Gondi
script	Goth							2005-10-16		Gothic
script	Gran							2009-12-09		Grantha
script	Grek							2005-10-16		Greek
script	Gujr							2005-10-16		Gujarati
script	Gukh							2023-10-16		Gurung Khema
script	Guru							2005-10-16		Gurmukhi
script	Hanb							2016-02-08		Han with Bopomofo (alias for Han + Bopomofo)
script	Hang							2005-10-16		Hangul | Hangŭl | Hangeul
script	Hani							2005-10-16		Han | Hanzi | Kanji | Hanja
script	Hano							2005-10-16		Hanunoo | Hanunóo
script	Hans							2005-10-16		Han (Simplified variant)
script	Hant							2005-10-16		Han (Traditional variant)
script	Hatr							2013-12-02		Hatran
script	Hebr							2005-10-16		Hebrew
script	Hira							2005-10-16		Hiragana
script	Hluw							2011-12-28		Anatolian Hieroglyphs | Luwian Hieroglyphs | Hittite Hieroglyphs
script	Hmng							2005-10-16		Pahawh Hmong
script	Hmnp							2017-08-13		Nyiakeng Puachue Hmong
script	Hntl							2025-05-14		Han (Traditional variant) with Latin (alias for Hant + Latn)
script	Hrkt							2005-10-16		Japanese syllabaries (alias for Hiragana + Katakana)
script	Hung							2005-10-16		Old Hungarian | Hungarian Runic
script	Inds							2005-10-16		Indus | Harappan
script	Ital							2005-10-16		Old Italic (Etruscan, Oscan, etc.)
script	Jamo							2016-02-08		Jamo (alias for Jamo subset of Hangul)
script	Java							2005-10-16		Javanese
script	Jpan							2006-07-21		Japanese (alias for Han + Hiragana + Katakana)
script	Jurc							2011-01-07		Jurchen
script	Kali							2005-10-16		Kayah Li
script	Kana							2005-10-16		Katakana
script	Kawi							2021-12-24		Kawi
script	Khar							2005-10-16		Kharoshthi
script	Khmr							2005-10-16		Khmer
script	Khoj							2011-08-16		Khojki
script	Kitl							2014-12-11		Khitan large script
script	Kits							2014-12-11		Khitan small script
script	Knda							2005-10-16		Kannada
script	Kore							2007-07-05		Korean (alias for Hangul + Han)
script	Kpel							2010-04-10		Kpelle
script	Krai							2023-10-16		Kirat Rai
script	Kthi							2007-12-05		Kaithi
script	Lana							2006-07-21		Tai Tham | Lanna
script	Laoo							2005-10-16		Lao
script	Latf							2005-10-16		Latin (Fraktur variant)
script	Latg							2005-10-16		Latin (Gaelic variant)
script	Latn							2005-10-16		Latin
script	Leke							2015-07-24		Leke
script	Lepc							2005-10-16		Lepcha | Róng
script	Limb							2005-10-16		Limbu
script	Lina							2005-10-16		Linear A
script	Linb							2005-10-16		Linear B
script	Lisu							2009-03-13		Lisu | Fraser
script	Loma							2010-04-10		Loma
script	Lyci							2006-07-21		Lycian
script	Lydi							2006-07-21		Lydian
script	Mahj							2012-11-01		Mahajani
script	Maka							2017-01-13		Makasar
script	Mand							2005-10-16		Mandaic | Mandaean
script	Mani							2007-07-28		Manichaean
script	Marc							2014-12-11		Marchen
script	Maya							2005-10-16		Mayan hieroglyphs
script	Medf							2017-01-13		Medefaidrin | Oberi Okaime | Oberi Ɔkaimɛ
script	Mend							2010-04-10		Mende Kikakui
script	Merc							2009-12-09		Meroitic Cursive
script	Mero							2005-10-16		Meroitic Hieroglyphs
script	Mlym							2005-10-16		Malayalam
script	Modi							2013-12-02		Modi | Moḍī
script	Mong							2005-10-16		Mongolian
script	Moon							2007-01-26		Moon | Moon code | Moon script | Moon type
script	Mroo							2011-01-07		Mro | Mru
script	Mtei							2007-01-26		Meitei Mayek | Meithei | Meetei
script	Mult							2013-12-02		Multani
script	Mymr							2005-10-16		Myanmar | Burmese
script	Nagm							2021-12-24		Nag Mundari
script	Nand							2018-10-28		Nandinagari
script	Narb							2010-04-10		Old North Arabian | Ancient North Arabian
script	Nbat							2010-04-10		Nabataean
script	Newa							2016-01-04		Newa | Newar | Newari | Nepāla lipi
script	Nkdb							2017-08-13		Naxi Dongba | na²¹ɕi³³ to³³ba²¹ | Nakhi Tomba
script	Nkgb							2009-03-13		Naxi Geba | na²¹ɕi³³ gʌ²¹ba²¹ | 'Na-'Khi ²Ggŏ-¹baw | Nakhi Geba
script	Nkoo							2005-10-16		N’Ko | N'Ko
script	Nshu							2011-01-07		Nüshu
script	Ogam							2005-10-16		Ogham
script	Olck							2006-07-21		Ol Chiki | Ol Cemet' | Ol | Santali
script	Onao							2023-10-16		Ol Onal
script	Orkh							2009-07-30		Old Turkic | Orkhon Runic
script	Orya							2005-10-16		Oriya | Odia
script	Osge							2014-12-11		Osage
script	Osma							2005-10-16		Osmanya
script	Ougr							2021-02-12		Old Uyghur
script	Palm							2010-04-10		Palmyrene
script	Pauc							2013-12-02		Pau Cin Hau
script	Pcun							2021-02-12		Proto-Cuneiform
script	Pelm							2021-02-12		Proto-Elamite
script	Perm							2005-10-16		Old Permic
script	Phag							2005-10-16		Phags-pa
script	Phli							2007-12-05		Inscriptional Pahlavi
script	Phlp							2007-12-05		Psalter Pahlavi
script	Phlv							2007-07-28		Book Pahlavi
script	Phnx							2005-10-16		Phoenician
script	Piqd							2016-01-04		Klingon (KLI pIqaD)
script	Plrd							2005-10-16		Miao | Pollard
script	Prti							2007-12-05		Inscriptional Parthian
script	Psin							2021-02-12		Proto-Sinaitic
script	Qaaa..Qabx							2005-10-16		Private use
script	Ranj							2021-02-12		Ranjana
script	Rjng							2006-10-17		Rejang | Redjang | Kaganga
script	Rohg							2017-12-13		Hanifi Rohingya
script	Roro							2005-10-16		Rongorongo
script	Runr							2005-10-16		Runic
script	Samr							2007-07-28		Samaritan
script	Sara							2005-10-16		Sarati
script	Sarb							2009-07-30		Old South Arabian
script	Saur							2006-07-21		Saurashtra
script	Seal							2025-05-14		Seal | Small Seal
script	Sgnw							2006-10-17		SignWriting
script	Shaw							2005-10-16		Shavian | Shaw
script	Shrd							2011-01-07		Sharada | Śāradā
script	Shui							2017-08-13		Shuishu
script	Sidd							2013-12-02		Siddham | Siddhaṃ | Siddhamātṛkā
script	Sidt							2023-10-16		Sidetic
script	Sind							2010-08-16		Khudawadi | Sindhi
script	Sinh							2005-10-16		Sinhala
script	Sogd							2017-12-13		Sogdian
script	Sogo							2017-12-13		Old Sogdian
script	Sora							2011-01-07		Sora Sompeng
script	Soyo							2017-01-13		Soyombo
script	Sund							2006-07-21		Sundanese
script	Sunu							2021-12-24		Sunuwar
script	Sylo							2005-10-16		Syloti Nagri
script	Syrc							2005-10-16		Syriac
script	Syre							2005-10-16		Syriac (Estrangelo variant)
script	Syrj							2005-10-16		Syriac (Western variant)
script	Syrn							2005-10-16		Syriac (Eastern variant)
script	Tagb							2005-10-16		Tagbanwa
script	Takr							2011-01-07		Takri | Ṭākrī | Ṭāṅkrī
script	Tale							2005-10-16		Tai Le
script	Talu							2005-10-16		New Tai Lue
script	Taml							2005-10-16		Tamil
script	Tang							2011-01-07		Tangut
script	Tavt							2007-12-05		Tai Viet
script	Tayo							2023-10-16		Tai Yo
script	Telu							2005-10-16		Telugu
script	Teng							2005-10-16		Tengwar
script	Tfng							2005-10-16		Tifinagh | Berber
script	Tglg							2005-10-16		Tagalog | Baybayin | Alibata
script	Thaa							2005-10-16		Thaana
script	Thai							2005-10-16		Thai
script	Tibt							2005-10-16		Tibetan
script	Tirh							2011-08-16		Tirhuta
script	Tnsa							2021-03-05		Tangsa
script	Todr							2023-10-16		Todhri
script	Tols							2023-10-16		Tolong Siki
script	Toto							2020-05-12		Toto
script	Tutg							2023-10-16		Tulu-Tigalari
script	Ugar							2005-10-16		Ugaritic
script	Vaii							2005-10-16		Vai
script	Visp							2005-10-16		Visible Speech
script	Vith							2021-03-05		Vithkuqi
script	Wara							2009-12-09		Warang Citi | Varang Kshiti
script	Wcho							2017-08-13		Wancho
script	Wole							2011-01-07		Woleai
script	Xpeo							2005-10-16		Old Persian
script	Xsux							2005-10-16		Sumero-Akkadian cuneiform
script	Yezi							2019-09-11		Yezidi
script	Yiii							2005-10-16		Yi
script	Zanb							2017-01-13		Zanabazar Square | Zanabazarin Dörböljin Useg | Xewtee Dörböljin Bicig | Horizontal Square Script
script	Zinh							2009-04-03		Code for inherited script
script	Zmth							2007-12-05		Mathematical notation
script	Zsye							2016-01-04		Symbols (Emoji variant)
script	Zsym							2007-12-05		Symbols
script	Zxxx							2005-10-16		Code for unwritten documents
script	Zyyy							2005-10-16		Code for undetermined script
script	Zzzz							2005-10-16		Code for uncoded script
region	001							2005-10-16		World
region	002							2005-10-16		Africa
region	003							2010-08-16		North America
region	005							2005-10-16		South America
region	009							2005-10-16		Oceania
region	011							2005-10-16		Western Africa
region	013							2005-10-16		Central America
region	014							2005-10-16		Eastern Africa
region	015							2005-10-16		Northern Africa
region	017							2005-10-16		Middle Africa
region	018							2005-10-16		Southern Africa
region	019							2005-10-16		Americas
region	021							2005-10-16		Northern America
region	029							2005-10-16		Caribbean
region	030							2005-10-16		Eastern Asia
region	034							2005-10-16		Southern Asia
region	035							2005-10-16		South-Eastern Asia
region	039							2005-10-16		Southern Europe
region	053							2005-10-16		Australia and New Zealand
region	054							2005-10-16		Melanesia
region	057							2005-10-16		Micronesia
region	061							2005-10-16		Polynesia
region	142							2005-10-16		Asia
region	143							2005-10-16		Central Asia
region	145							2005-10-16		Western Asia
region	150							2005-10-16		Europe
region	151							2005-10-16		Eastern Europe
region	154							2005-10-16		Northern Europe
region	155							2005-10-16		Western Europe
region	202							2017-04-18		Sub-Saharan Africa
region	419							2005-10-16		Latin America and the Caribbean
region	AA							2005-10-16		Private use
region	AC							2009-07-29		Ascension Island
region	AD							2005-10-16		Andorra
region	AE							2005-10-16		United Arab Emirates
region	AF							2005-10-16		Afghanistan
region	AG							2005-10-16		Antigua and Barbuda
region	AI							2005-10-16		Anguilla
region	AL							2005-10-16		Albania
region	AM							2005-10-16		Armenia
region	AN						2011-01-07	2005-10-16		Netherlands Antilles
region	AO							2005-10-16		Angola
region	AQ							2005-10-16		Antarctica
region	AR							2005-10-16		Argentina
region	AS							2005-10-16		American Samoa
region	AT							2005-10-16		Austria
region	AU							2005-10-16		Australia
region	AW							2005-10-16		Aruba
region	AX							2005-10-16		Åland Islands
region	AZ							2005-10-16		Azerbaijan
region	BA							2005-10-16		Bosnia and Herzegovina
region	BB							2005-10-16		Barbados
region	BD							2005-10-16		Bangladesh
region	BE							2005-10-16		Belgium
region	BF							2005-10-16		Burkina Faso
region	BG							2005-10-16		Bulgaria
region	BH							2005-10-16		Bahrain
region	BI							2005-10-16		Burundi
region	BJ							2005-10-16		Benin
region	BL							2007-11-02		Saint Barthélemy
region	BM							2005-10-16		Bermuda
region	BN							2005-10-16		Brunei Darussalam
region	BO							2005-10-16		Bolivia
region	BQ							2011-01-07		Bonaire, Sint Eustatius and Saba
region	BR							2005-10-16		Brazil
region	BS							2005-10-16		Bahamas
region	BT							2005-10-16		Bhutan
region	BU		MM				1989-12-05	2005-10-16		Burma
region	BV							2005-10-16		Bouvet Island
region	BW							2005-10-16		Botswana
region	BY							2005-10-16		Belarus
region	BZ							2005-10-16		Belize
region	CA							2005-10-16		Canada
region	CC							2005-10-16		Cocos (Keeling) Islands
region	CD							2005-10-16		The Democratic Republic of the Congo
region	CF							2005-10-16		Central African Republic
region	CG							2005-10-16		Congo
region	CH							2005-10-16		Switzerland
region	CI							2005-10-16		Côte d'Ivoire
region	CK							2005-10-16		Cook Islands
region	CL							2005-10-16		Chile
region	CM							2005-10-16		Cameroon
region	CN							2005-10-16		China
region	CO							2005-10-16		Colombia
region	CP							2009-07-29		Clipperton Island
region	CQ							2023-02-07		Sark
region	CR							2005-10-16		Costa Rica
region	CS						2006-10-05	2005-10-16		Serbia and Montenegro
region	CU							2005-10-16		Cuba
region	CV							2005-10-16		Cabo Verde | Cape Verde
region	CW							2011-01-07		Curaçao
region	CX							2005-10-16		Christmas Island
region	CY							2005-10-16		Cyprus
region	CZ							2005-10-16		Czechia | Czech Republic
region	DD		DE				1990-10-30	2005-10-16		German Democratic Republic
region	DE							2005-10-16		Germany
region	DG							2009-07-29		Diego Garcia
region	DJ							2005-10-16		Djibouti
region	DK							2005-10-16		Denmark
region	DM							2005-10-16		Dominica
region	DO							2005-10-16		Dominican Republic
region	DZ							2005-10-16		Algeria
region	EA							2009-07-29		Ceuta, Melilla
