entryId	lemma	partOfSpeech
oewn-Christian_Bible-n	Christian Bible	n
oewn-Christian_church-n	Christian church	n
oewn-Christian_Church-n	Christian Church	n
oewn-Christian_holy_day-n	Christian holy day	n
oewn-Christian_liturgy-n	Christian liturgy	n
oewn-Christian_name-n	Christian name	n
oewn-Christian_religion-n	Christian religion	n
oewn-Christian_Science-n	Christian Science	n
oewn-Christian_Scientist-n	Christian Scientist	n
oewn-Christian_theology-n	Christian theology	n
oewn-Christian_year-n	Christian year	n
oewn-christian-a		
oewn-Christian-a		
oewn-Christian-n		
oewn-Christianisation-n	Christianisation	n
oewn-Christianise-v	Christianise	v
oewn-Christianity-n	Christianity	n
oewn-Christianization-n	Christianization	n
oewn-Christianize-v	Christianize	v
oewn-christianly-a	christianly	a
oewn-christless-a	christless	a
oewn-christlike-a	christlike	a
oewn-christly-a		
oewn-Christmas_begonia-n	Christmas begonia	n
oewn-Christmas_bells-n	Christmas bells	n
oewn-Christmas_berry-n	Christmas berry	n
oewn-Christmas_box-n	Christmas box	n
oewn-Christmas_bush-n	Christmas bush	n
oewn-Christmas_cactus-n	Christmas cactus	n
oewn-Christmas_cake-n	Christmas cake	n
oewn-Christmas_card-n	Christmas card	n
oewn-Christmas_carol-n	Christmas carol	n
oewn-Christmas_Day-n	Christmas Day	n
oewn-Christmas_disease-n	Christmas disease	n
oewn-Christmas_Eve-n	Christmas Eve	n
oewn-Christmas_factor-n	Christmas factor	n
oewn-Christmas_fern-n	Christmas fern	n
oewn-Christmas_flower-n	Christmas flower	n
oewn-Christmas_gift-n	Christmas gift	n
oewn-Christmas_green-n	Christmas green	n
oewn-Christmas_holly-n	Christmas holly	n
oewn-Christmas_present-n		
oewn-Christmas_pudding-n	Christmas pudding	n
oewn-Christmas_rose-n	Christmas rose	n
oewn-Christmas_star-n	Christmas star	n
oewn-Christmas_stocking-n	Christmas stocking	n
oewn-Christmas_tree-n		
oewn-Christmas-n		
oewn-Christmasberry-n	Christmasberry	n
oewn-Christmastide-n	Christmastide	n
oewn-Christmastime-n	Christmastime	n
oewn-Christocentrism-n	Christocentrism	n
oewn-Christological-a	Christological	a
oewn-Christology-n		
oewn-chroma-n		
oewn-chromaesthesia-n	chromaesthesia	n
oewn-chromate-n	chromate	n
oewn-chromatic_aberration-n		
oewn-chromatic_color-n	chromatic color	n
oewn-chromatic_colour-n	chromatic colour	n
oewn-chromatic_scale-n	chromatic scale	n
oewn-chromatic_vision-n	chromatic vision	n
oewn-chromatic-a	chromatic	a
oewn-chromatically-r	chromatically	r
oewn-chromaticity-n	chromaticity	n
oewn-chromatid-n		
oewn-chromatin_granule-n	chromatin granule	n
oewn-chromatin-n		
oewn-chromatinic-a	chromatinic	a
oewn-chromatism-n	chromatism	n
oewn-chromatogram-n	chromatogram	n
oewn-chromatograph-n	chromatograph	n
oewn-chromatographic-a	chromatographic	a
oewn-chromatographical-a	chromatographical	a
oewn-chromatographically-r	chromatographically	r
oewn-chromatography_column-n	chromatography column	n
oewn-chromatography-n		
oewn-chrome_alum-n	chrome alum	n
oewn-chrome_green-n	chrome green	n
oewn-chrome_red-n	chrome red	n
oewn-chrome_yellow-n	chrome yellow	n
oewn-chrome-n		
oewn-chrome-nickel_steel-n	chrome-nickel steel	n
oewn-chrome-tungsten_steel-n	chrome-tungsten steel	n
oewn-chrome-v		
oewn-chromesthesia-n	chromesthesia	n
oewn-chromic_acid-n	chromic acid	n
oewn-chromic-sulfuric_acid-n	chromic-sulfuric acid	n
oewn-chromite-n	chromite	n
oewn-chromium_steel-n	chromium steel	n
oewn-chromium-n		
oewn-chromium-plate-v	chromium-plate	v
oewn-chromoblastomycosis-n	chromoblastomycosis	n
oewn-chromogen-n	chromogen	n
oewn-chromolithograph-n	chromolithograph	n
oewn-chromolithography-n	chromolithography	n
oewn-chromophore-n	chromophore	n
oewn-chromoplast-n	chromoplast	n
oewn-chromosomal_aberration-n	chromosomal aberration	n
oewn-chromosomal_abnormality-n	chromosomal abnormality	n
oewn-chromosomal_anomaly-n	chromosomal anomaly	n
oewn-chromosomal_disorder-n	chromosomal disorder	n
oewn-chromosomal_mutation-n	chromosomal mutation	n
oewn-chromosomal-a	chromosomal	a
oewn-chromosome_mapping-n	chromosome mapping	n
oewn-chromosome-n		
oewn-chromosphere-n	chromosphere	n
oewn-chronic_bronchitis-n	chronic bronchitis	n
oewn-chronic_eczema-n	chronic eczema	n
oewn-chronic_gastritis-n	chronic gastritis	n
oewn-chronic_glaucoma-n	chronic glaucoma	n
oewn-chronic_glossitis-n	chronic glossitis	n
oewn-chronic_kidney_failure-n	chronic kidney failure	n
oewn-chronic_leukemia-n	chronic leukemia	n
oewn-chronic_lymphocytic_leukemia-n	chronic lymphocytic leukemia	n
oewn-chronic_myelocytic_leukemia-n	chronic myelocytic leukemia	n
oewn-chronic_obstructive_pulmonary_disease-n	chronic obstructive pulmonary disease	n
oewn-chronic_pyelonephritis-n	chronic pyelonephritis	n
oewn-chronic_renal_failure-n	chronic renal failure	n
oewn-chronic_wasting_disease-n	chronic wasting disease	n
oewn-chronic-a		
oewn-chronically-r	chronically	r
oewn-chronicle-n		
oewn-chronicle-v		
oewn-chronicler-n	chronicler	n
oewn-chronograph-n		
oewn-chronological_age-n	chronological age	n
oewn-chronological_record-n	chronological record	n
oewn-chronological_sequence-n	chronological sequence	n
oewn-chronological_succession-n	chronological succession	n
oewn-chronological-a		
oewn-chronologically-r	chronologically	r
oewn-chronologise-v	chronologise	v
oewn-chronologize-v	chronologize	v
oewn-chronology-n		
oewn-chronometer-n		
oewn-Chronoperates_paradoxus-n	Chronoperates paradoxus	n
oewn-chronoscope-n		
oewn-chronostratigraphic_unit-n	chronostratigraphic unit	n
oewn-chrysalis-n		
oewn-Chrysanthemum_balsamita-n	Chrysanthemum balsamita	n
oewn-Chrysanthemum_cinerariifolium-n	Chrysanthemum cinerariifolium	n
oewn-Chrysanthemum_coccineum-n	Chrysanthemum coccineum	n
oewn-Chrysanthemum_coronarium_spatiosum-n	Chrysanthemum coronarium spatiosum	n
oewn-Chrysanthemum_coronarium-n	Chrysanthemum coronarium	n
oewn-chrysanthemum_dog-n	chrysanthemum dog	n
oewn-Chrysanthemum_frutescens-n	Chrysanthemum frutescens	n
oewn-Chrysanthemum_lacustre-n	Chrysanthemum lacustre	n
oewn-Chrysanthemum_leucanthemum-n	Chrysanthemum leucanthemum	n
oewn-Chrysanthemum_maximum_maximum-n	Chrysanthemum maximum maximum	n
oewn-Chrysanthemum_maximum-n	Chrysanthemum maximum	n
oewn-Chrysanthemum_morifolium-n	Chrysanthemum morifolium	n
oewn-Chrysanthemum_parthenium-n	Chrysanthemum parthenium	n
oewn-Chrysanthemum_ptarmiciflorum-n	Chrysanthemum ptarmiciflorum	n
oewn-Chrysanthemum_segetum-n	Chrysanthemum segetum	n
oewn-chrysanthemum-n	chrysanthemum	n
oewn-Chrysaora_quinquecirrha-n	Chrysaora quinquecirrha	n
oewn-chrysarobin-n	chrysarobin	n
oewn-Chrysemys_picta-n	Chrysemys picta	n
oewn-Chrysobalanus_icaco-n	Chrysobalanus icaco	n
oewn-chrysoberyl-n		
oewn-Chrysolepis_chrysophylla-n	Chrysolepis chrysophylla	n
oewn-Chrysolepis_sempervirens-n	Chrysolepis sempervirens	n
oewn-chrysolite-n		
oewn-Chrysolophus_pictus-n	Chrysolophus pictus	n
oewn-chrysomelid-n	chrysomelid	n
oewn-Chrysophrys_auratus-n	Chrysophrys auratus	n
oewn-Chrysophrys_australis-n	Chrysophrys australis	n
oewn-Chrysophyllum_cainito-n	Chrysophyllum cainito	n
oewn-Chrysophyllum_oliviforme-n	Chrysophyllum oliviforme	n
oewn-Chrysophyta-n	Chrysophyta	n
oewn-chrysopid-n	chrysopid	n
oewn-chrysoprase-n	chrysoprase	n
oewn-Chrysopsis_mariana-n	Chrysopsis mariana	n
oewn-Chrysopsis_villosa-n	Chrysopsis villosa	n
oewn-Chrysosplenium_americanum-n	Chrysosplenium americanum	n
oewn-Chrysothamnus_nauseosus-n	Chrysothamnus nauseosus	n
oewn-chrysotherapy-n	chrysotherapy	n
oewn-chrysotile-n		
oewn-chthonian-a		
oewn-chthonic-a		
oewn-chub_mackerel-n	chub mackerel	n
oewn-chub-n	chub	n
oewn-chubbiness-n	chubbiness	n
oewn-chubby-a		
oewn-chuck_out-v	chuck out	v
oewn-chuck_short_ribs-n	chuck short ribs	n
oewn-chuck_up_the_sponge-v	chuck up the sponge	v
oewn-chuck_wagon-n	chuck wagon	n
oewn-chuck-full-a	chuck-full	a
oewn-chuck-n	chuck	n
oewn-chuck-v	chuck	v
oewn-chuck-will-ap-s-widow-n	chuck-will's-widow	n
oewn-chucker-out-n	chucker-out	n
oewn-chuckhole-n	chuckhole	n
oewn-chuckle-n	chuckle	n
oewn-chuckle-v	chuckle	v
oewn-chuckwalla-n	chuckwalla	n
oewn-chuddar-n	chuddar	n
oewn-chufa-n	chufa	n
oewn-chuff-v	chuff	v
oewn-chuffed-a		
oewn-chug-n	chug	n
oewn-chug-v	chug	v
oewn-Chukchi_language-n	Chukchi language	n
oewn-Chukchi-n		
oewn-chukka_boot-n		
oewn-chukka-n	chukka	n
oewn-chukker-brown-a	chukker-brown	a
oewn-chukker-n		
oewn-chum_salmon-n		
oewn-chum_up-v	chum up	v
oewn-chum-n	chum	n
oewn-chumminess-n	chumminess	n
oewn-chummy-a		
oewn-chump_change-n	chump change	n
oewn-chump-n		
oewn-Chunga_burmeisteri-n	Chunga burmeisteri	n
oewn-chunga-n	chunga	n
oewn-chunk-n		
oewn-chunk-v		
oewn-chunking-n	chunking	n
oewn-chunky_heel-n	chunky heel	n
oewn-chunky-a	chunky	a
oewn-church_bell-n	church bell	n
oewn-church_bench-n	church bench	n
oewn-church_building-n	church building	n
oewn-church_calendar-n	church calendar	n
oewn-church_doctrine-n	church doctrine	n
oewn-Church_Father-n		
oewn-church_festival-n	church festival	n
oewn-church_hat-n	church hat	n
oewn-church_key-n		
oewn-church_member-n	church member	n
oewn-church_mode-n	church mode	n
oewn-church_music-n	church music	n
oewn-Church_of_Christ_Scientist-n	Church of Christ Scientist	n
oewn-Church_of_England-n	Church of England	n
oewn-Church_of_Ireland-n	Church of Ireland	n
oewn-Church_of_Jesus_Christ_of_Latter-day_Saints-n	Church of Jesus Christ of Latter-day Saints	n
oewn-Church_of_Rome-n	Church of Rome	n
oewn-Church_of_Scientology-n	Church of Scientology	n
oewn-Church_of_the_Brethren-n	Church of the Brethren	n
oewn-church_officer-n	church officer	n
oewn-church_property-n	church property	n
oewn-church_roll-n	church roll	n
oewn-church_school-n	church school	n
oewn-church_service-n	church service	n
oewn-Church_Slavic_language-n	Church Slavic language	n
oewn-Church_Slavic-n	Church Slavic	n
oewn-church_tower-n	church tower	n
oewn-church_year-n	church year	n
oewn-church-n		
oewn-church-state-n	church-state	n
oewn-church-v		
oewn-churchgoer-n	churchgoer	n
oewn-churchgoing-a	churchgoing	a
oewn-Churchillian-a	Churchillian	a
oewn-churchly-a	churchly	a
oewn-churchman-n	churchman	n
oewn-churchwarden-n	churchwarden	n
oewn-churchwoman-n	churchwoman	n
oewn-churchyard-n		
oewn-churidars-n	churidars	n
oewn-churl-n		
oewn-churlish-a		
oewn-churlishly-r	churlishly	r
oewn-churn_out-v	churn out	v
oewn-churn_up-v	churn up	v
oewn-churn-n		
oewn-churn-v		
oewn-churned-up-a	churned-up	a
oewn-churning-a	churning	a
oewn-churr-v	churr	v
oewn-churrigueresco-a	churrigueresco	a
oewn-churrigueresque-a	churrigueresque	a
oewn-chute-n	chute	n
oewn-chute-the-chute-n	chute-the-chute	n
oewn-chute-v	chute	v
oewn-chutney-n		
oewn-chutzpa-n	chutzpa	n
oewn-chutzpah-n		
oewn-chutzpanik-n	chutzpanik	n
oewn-Chuvash_language-n	Chuvash language	n
oewn-Chuvash-n		
oewn-chylaceous-a	chylaceous	a
oewn-chyle-n		
oewn-chylifactive-a	chylifactive	a
oewn-chylifactory-a	chylifactory	a
oewn-chyliferous-a	chyliferous	a
oewn-chylific-a	chylific	a
oewn-chyloderma-n	chyloderma	n
oewn-chylomicron-n	chylomicron	n
oewn-chylous-a	chylous	a
oewn-chyme-n		
oewn-chymosin-n	chymosin	n
oewn-ci-a	ci	a
oewn-Ci-n	Ci	n
oewn-CIA-n	CIA	n
oewn-Cialis-n	Cialis	n
oewn-ciao-n		
oewn-Cibotium_barometz-n	Cibotium barometz	n
oewn-cicada_killer-n	cicada killer	n
oewn-cicada-n		
oewn-cicala-n		
oewn-cicatrice-n	cicatrice	n
oewn-cicatrise-v		
oewn-cicatrix-n		
oewn-cicatrize-v	cicatrize	v
oewn-Cicer_arietinum-n	Cicer arietinum	n
oewn-cicero-n		
oewn-cicerone-n		
oewn-Ciceronianism-n	Ciceronianism	n
oewn-cichlid_fish-n	cichlid fish	n
oewn-cichlid-n		
oewn-Cichorium_endivia-n	Cichorium endivia	n
oewn-Cichorium_intybus-n	Cichorium intybus	n
oewn-Ciconia_ciconia-n	Ciconia ciconia	n
oewn-Ciconia_nigra-n	Ciconia nigra	n
oewn-Cicuta_virosa-n	Cicuta virosa	n
oewn-CID-n		
oewn-cider_gum-n	cider gum	n
oewn-cider_mill-n	cider mill	n
oewn-cider_vinegar-n	cider vinegar	n
oewn-cider-n		
oewn-ciderpress-n	ciderpress	n
oewn-cigar_band-n	cigar band	n
oewn-cigar_box-n	cigar box	n
oewn-cigar_butt-n	cigar butt	n
oewn-cigar_cutter-n	cigar cutter	n
oewn-cigar_lighter-n	cigar lighter	n
oewn-cigar_smoker-n	cigar smoker	n
oewn-cigar-box_cedar-n	cigar-box cedar	n
oewn-cigar-n		
oewn-cigar-shaped-a	cigar-shaped	a
oewn-cigaret-n	cigaret	n
oewn-cigarette_burn-n	cigarette burn	n
oewn-cigarette_butt-n	cigarette butt	n
oewn-cigarette_case-n	cigarette case	n
oewn-cigarette_holder-n	cigarette holder	n
oewn-cigarette_lighter-n	cigarette lighter	n
oewn-cigarette_paper-n	cigarette paper	n
oewn-cigarette_smoker-n	cigarette smoker	n
oewn-cigarette-n		
oewn-cigarfish-n	cigarfish	n
oewn-cigarillo-n		
oewn-cilantro-n		
oewn-cilial-a	cilial	a
oewn-ciliary_artery-n	ciliary artery	n
oewn-ciliary_body-n	ciliary body	n
oewn-ciliary_veins-n	ciliary veins	n
oewn-ciliary-a		
oewn-ciliate-a	ciliate	a
oewn-ciliate-n	ciliate	n
oewn-ciliated_protozoan-n	ciliated protozoan	n
oewn-ciliated-a	ciliated	a
oewn-ciliophoran-n	ciliophoran	n
oewn-cilium-n		
oewn-CIM-n	CIM	n
oewn-cimarron-n	cimarron	n
oewn-cimetidine-n		
oewn-Cimex_lectularius-n	Cimex lectularius	n
oewn-Cimicifuga_americana-n	Cimicifuga americana	n
oewn-Cimicifuga_foetida-n	Cimicifuga foetida	n
oewn-Cimicifuga_racemosa-n	Cimicifuga racemosa	n
oewn-Cimmerian-a		
oewn-cinch-n	cinch	n
oewn-cinch-v	cinch	v
oewn-cinchona_bark-n	cinchona bark	n
oewn-Cinchona_calisaya-n	Cinchona calisaya	n
oewn-Cinchona_cordifolia-n	Cinchona cordifolia	n
oewn-Cinchona_lancifolia-n	Cinchona lancifolia	n
oewn-Cinchona_ledgeriana-n	Cinchona ledgeriana	n
oewn-Cinchona_officinalis-n	Cinchona officinalis	n
oewn-Cinchona_pubescens-n	Cinchona pubescens	n
oewn-cinchona_tree-n	cinchona tree	n
oewn-cinchona-n		
oewn-cinchonine-n	cinchonine	n
oewn-Cinclus_aquaticus-n	Cinclus aquaticus	n
oewn-Cinclus_mexicanus-n	Cinclus mexicanus	n
oewn-Cinco_de_Mayo-n	Cinco de Mayo	n
oewn-cincture-n		
oewn-cinder_block-n	cinder block	n
oewn-cinder_pig-n	cinder pig	n
oewn-cinder_track-n	cinder track	n
oewn-cinder-n		
oewn-Cinderella-n	Cinderella	n
oewn-cine_projector-n	cine projector	n
oewn-cine-camera-n	cine-camera	n
oewn-cine-film-n	cine-film	n
oewn-cinema_verite-n	cinema verite	n
oewn-cinema-n		
oewn-cinematic-a		
oewn-cinematise-v	cinematise	v
oewn-cinematize-v	cinematize	v
oewn-cinematographer-n	cinematographer	n
oewn-cinematography-n		
oewn-Cineraria_maritima-n	Cineraria maritima	n
oewn-cineraria-n	cineraria	n
oewn-cinerarium-n	cinerarium	n
oewn-cinerary-a	cinerary	a
oewn-cingulate_gyrus-n	cingulate gyrus	n
oewn-cingulum-n		
oewn-cinnabar_chanterelle-n	cinnabar chanterelle	n
oewn-cinnabar_moth-n	cinnabar moth	n
oewn-cinnabar-a		
oewn-cinnabar-n		
oewn-cinnamene-n	cinnamene	n
oewn-Cinnamomum_camphora-n	Cinnamomum camphora	n
oewn-Cinnamomum_cassia-n	Cinnamomum cassia	n
oewn-Cinnamomum_loureirii-n	Cinnamomum loureirii	n
oewn-Cinnamomum_zeylanicum-n	Cinnamomum zeylanicum	n
oewn-cinnamon_bark-n	cinnamon bark	n
oewn-cinnamon_bear-n	cinnamon bear	n
oewn-cinnamon_bread-n	cinnamon bread	n
oewn-cinnamon_bun-n	cinnamon bun	n
oewn-cinnamon_fern-n	cinnamon fern	n
oewn-cinnamon_roll-n	cinnamon roll	n
oewn-cinnamon_snail-n	cinnamon snail	n
oewn-cinnamon_stone-n	cinnamon stone	n
oewn-cinnamon_toast-n	cinnamon toast	n
oewn-cinnamon_vine-n	cinnamon vine	n
oewn-cinnamon-colored-a	cinnamon-colored	a
oewn-cinnamon-coloured-a	cinnamon-coloured	a
oewn-cinnamon-n		
oewn-cinnamon-red-a	cinnamon-red	a
oewn-cinnamon-scented-a	cinnamon-scented	a
oewn-cinque-n		
oewn-cinquefoil-n		
oewn-CIO-n	CIO	n
oewn-cipher-n		
oewn-cipher-v		
oewn-Cipro-n	Cipro	n
oewn-ciprofloxacin-n		
oewn-circadian_rhythm-n	circadian rhythm	n
oewn-circadian-a		
oewn-Circaea_alpina-n	Circaea alpina	n
oewn-Circaea_lutetiana-n	Circaea lutetiana	n
oewn-Circassian_language-n	Circassian language	n
oewn-Circassian_walnut-n	Circassian walnut	n
oewn-Circassian-n		
oewn-Circe-n	Circe	n
oewn-circinate-a	circinate	a
oewn-Circis_siliquastrum-n	Circis siliquastrum	n
oewn-circle_around-v	circle around	v
oewn-circle_of_curvature-n	circle of curvature	n
oewn-circle_of_Willis-n	circle of Willis	n
oewn-circle_round-v	circle round	v
oewn-circle-n		
oewn-circle-v		
oewn-circlet-n		
oewn-circuit_board-n	circuit board	n
oewn-circuit_breaker-n	circuit breaker	n
oewn-circuit_card-n	circuit card	n
oewn-circuit_court_of_appeals-n	circuit court of appeals	n
oewn-circuit-n	circuit	n
oewn-circuit-v	circuit	v
oewn-circuitous-a		
oewn-circuitousness-n	circuitousness	n
oewn-circuitry-n		
oewn-circular_file-n	circular file	n
oewn-circular_function-n	circular function	n
oewn-circular_measure-n	circular measure	n
oewn-circular_plane-n	circular plane	n
oewn-circular_saw-n	circular saw	n
oewn-circular-a		
oewn-circular-knit-a	circular-knit	a
oewn-circular-n		
oewn-circularisation-n	circularisation	n
oewn-circularise-v	circularise	v
oewn-circularity-n	circularity	n
oewn-circularization-n		
oewn-circularize-v	circularize	v
oewn-circularly-r	circularly	r
oewn-circulate-v		
oewn-circulating_decimal-n	circulating decimal	n
oewn-circulating_library-n	circulating library	n
oewn-circulating-a	circulating	a
oewn-circulation-n		
oewn-circulative-a	circulative	a
oewn-circulatory_failure-n	circulatory failure	n
oewn-circulatory_system-n	circulatory system	n
oewn-circulatory-a	circulatory	a
oewn-circumambulate-v		
oewn-circumboreal-a	circumboreal	a
oewn-circumcise-v	circumcise	v
oewn-circumcision-n	circumcision	n
oewn-Circumcision-n	Circumcision	n
oewn-circumduction-n	circumduction	n
oewn-circumference-n		
oewn-circumferent-a	circumferent	a
oewn-circumferential-a		
oewn-circumflex_artery_of_the_thigh-n	circumflex artery of the thigh	n
oewn-circumflex_artery-n	circumflex artery	n
oewn-circumflex_femoral_vein-n	circumflex femoral vein	n
oewn-circumflex_humeral_artery-n	circumflex humeral artery	n
oewn-circumflex_iliac_artery-n	circumflex iliac artery	n
oewn-circumflex_iliac_vein-n	circumflex iliac vein	n
oewn-circumflex_scapular_artery-n	circumflex scapular artery	n
oewn-circumflex_vein-n	circumflex vein	n
oewn-circumflex-n		
oewn-circumfuse-v		
oewn-circumlocution-n		
oewn-circumlocutious-a	circumlocutious	a
oewn-circumlocutory-a	circumlocutory	a
oewn-circumnavigate-v		
oewn-circumnavigation-n	circumnavigation	n
oewn-circumpolar-a	circumpolar	a
oewn-circumscribe-v		
oewn-circumscribed-a	circumscribed	a
oewn-circumscription-n	circumscription	n
oewn-circumspect-a		
oewn-circumspection-n	circumspection	n
oewn-circumspectly-r	circumspectly	r
oewn-circumstance-n		
oewn-circumstances-n		
oewn-circumstantial_evidence-n	circumstantial evidence	n
oewn-circumstantial-a		
oewn-circumstantially-r		
oewn-circumstantiate-v	circumstantiate	v
oewn-circumvallate-v		
oewn-circumvent-v	circumvent	v
oewn-circumvention-n		
oewn-circumvolute-v	circumvolute	v
oewn-circumvolution-n	circumvolution	n
oewn-circumvolve-v	circumvolve	v
oewn-circus_acrobat-n	circus acrobat	n
oewn-Circus_aeruginosus-n	Circus aeruginosus	n
oewn-Circus_cyaneus-n	Circus cyaneus	n
oewn-Circus_pygargus-n	Circus pygargus	n
oewn-circus_tent-n	circus tent	n
oewn-circus-n		
oewn-cirio-n	cirio	n
oewn-cirque-n		
oewn-cirrhosis_of_the_liver-n	cirrhosis of the liver	n
oewn-cirrhosis-n		
oewn-cirrhus-n	cirrhus	n
oewn-cirriped-n	cirriped	n
oewn-cirripede-n	cirripede	n
oewn-cirrocumulus_cloud-n	cirrocumulus cloud	n
oewn-cirrocumulus-n	cirrocumulus	n
oewn-cirrostratus_cloud-n	cirrostratus cloud	n
oewn-cirrostratus-n		
oewn-cirrus_cloud-n	cirrus cloud	n
oewn-cirrus-n		
oewn-Cirsium_arvense-n	Cirsium arvense	n
oewn-Cirsium_discolor-n	Cirsium discolor	n
oewn-Cirsium_eriophorum-n	Cirsium eriophorum	n
oewn-Cirsium_flodmanii-n	Cirsium flodmanii	n
oewn-Cirsium_helenioides-n	Cirsium helenioides	n
oewn-Cirsium_heterophylum-n	Cirsium heterophylum	n
oewn-Cirsium_lanceolatum-n	Cirsium lanceolatum	n
oewn-Cirsium_rivulare-n	Cirsium rivulare	n
oewn-Cirsium_vulgare-n	Cirsium vulgare	n
oewn-CIS-n	CIS	n
oewn-cisalpine-a	cisalpine	a
oewn-CISC-n		
oewn-cisco-n		
oewn-cislunar-a	cislunar	a
oewn-cismontane-a	cismontane	a
oewn-cissy-a	cissy	a
oewn-Cistercian-n	Cistercian	n
oewn-cistern-n		
oewn-cisterna-n	cisterna	n
oewn-Cistothorus_palustris-n	Cistothorus palustris	n
oewn-Cistothorus_platensis-n	Cistothorus platensis	n
oewn-cistron-n	cistron	n
oewn-Cistus_albidus-n	Cistus albidus	n
oewn-Cistus_ladanifer-n	Cistus ladanifer	n
oewn-Cistus_ladanum-n	Cistus ladanum	n
oewn-citadel-n		
oewn-citation_form-n	citation form	n
oewn-citation-n		
oewn-cite-n	cite	n
oewn-cite-v	cite	v
oewn-Citellus_citellus-n	Citellus citellus	n
oewn-Citellus_lateralis-n	Citellus lateralis	n
oewn-Citellus_leucurus-n	Citellus leucurus	n
oewn-Citellus_parryi-n	Citellus parryi	n
oewn-Citellus_richardsoni-n	Citellus richardsoni	n
oewn-Citellus_variegatus-n	Citellus variegatus	n
oewn-Citharichthys_cornutus-n	Citharichthys cornutus	n
oewn-cither-n	cither	n
oewn-cithern-n	cithern	n
oewn-citified-a	citified	a
oewn-citify-v	citify	v
oewn-citizen-n		
oewn-citizenry-n	citizenry	n
oewn-citizens_committee-n	citizens committee	n
oewn-Citizenship_Day-n	Citizenship Day	n
oewn-citizenship-n	citizenship	n
oewn-citole-n	citole	n
oewn-citrange_tree-n	citrange tree	n
oewn-citrange-n	citrange	n
oewn-citrate-n	citrate	n
oewn-citrate-v	citrate	v
oewn-citric_acid_cycle-n		
oewn-citric_acid-n	citric acid	n
oewn-citric-a		
oewn-citrin-n	citrin	n
oewn-citrine-n		
oewn-citron_tree-n	citron tree	n
oewn-citron-n		
oewn-Citroncirus_webberi-n	Citroncirus webberi	n
oewn-citronwood-n	citronwood	n
oewn-citrophilous_mealybug-n	citrophilous mealybug	n
oewn-citrophilus_mealybug-n	citrophilus mealybug	n
oewn-citrous_fruit-n	citrous fruit	n
oewn-citrous-a	citrous	a
oewn-citrulline-n	citrulline	n
oewn-Citrullus_vulgaris-n	Citrullus vulgaris	n
oewn-Citrus_aurantifolia-n	Citrus aurantifolia	n
oewn-Citrus_aurantium-n	Citrus aurantium	n
oewn-Citrus_bergamia-n	Citrus bergamia	n
oewn-Citrus_decumana-n	Citrus decumana	n
oewn-citrus_fruit-n	citrus fruit	n
oewn-Citrus_grandis-n	Citrus grandis	n
oewn-Citrus_limetta-n	Citrus limetta	n
oewn-Citrus_limon-n	Citrus limon	n
oewn-Citrus_limonia-n	Citrus limonia	n
oewn-Citrus_maxima-n	Citrus maxima	n
oewn-citrus_mealybug-n	citrus mealybug	n
oewn-Citrus_medica-n	Citrus medica	n
oewn-Citrus_nobilis-n	Citrus nobilis	n
oewn-Citrus_paradisi-n	Citrus paradisi	n
oewn-Citrus_reticulata-n	Citrus reticulata	n
oewn-Citrus_sinensis-n	Citrus sinensis	n
oewn-Citrus_tangelo-n	Citrus tangelo	n
oewn-citrus_tree-n	citrus tree	n
