sourceNormalizedLemma	targetNormalizedLemma	sourceEntryId	targetEntryId	synsetId	partOfSpeech
بلا عقل	اعمي	awn4-ed2053a9bfecc	awn4-e19a12da6df7f	awn4-01501755-s	s
بلا عمل	باسترخاء	awn4-e1f6e3c0072a4	awn4-eb9003f9a7089	awn4-00363577-r	r
بلا عمل	بكسل	awn4-e1f6e3c0072a4	awn4-e282271e5b802	awn4-00363577-r	r
بلا عمل	عاطل	awn4-eddc4c91fa334	awn4-eedadf4b2d7d3	awn4-00868194-s	s
بلا عناية	غير مرعي	awn4-e36b5e49f4f13	awn4-ef865dc7cbcc2	awn4-00309668-s	s
بلا عنف	سلميا	awn4-e8199f2ad5f77	awn4-ebcb9ad23456e	awn4-00225596-r	r
بلا عوائق	غير معاق	awn4-ea98a5d5ec2f1	awn4-e224755e14e7b	awn4-02009080-s	s
بلا عوائق	غير معاق	awn4-ea98a5d5ec2f1	awn4-ec912b9e40e3c	awn4-01067647-s	s
بلا عيب	بدقة متناهية	awn4-e55f95f650d20	awn4-ebc24793782d3	awn4-00232612-r	r
بلا عيب	بنظافة	awn4-e55f95f650d20	awn4-e328dc7652d4c	awn4-00232612-r	r
بلا عيب	خال من العيوب	awn4-ec0413d812893	awn4-e461329f7086c	awn4-01755578-s	s
بلا عيب	لا تشوبه شائبة	awn4-ec0413d812893	awn4-e59872e1c2cf3	awn4-01755331-s	s
بلا عينين	فاقد البصر	awn4-ee7047f9cd2f3	awn4-e62d57c4f70fb	awn4-02167550-s	s
بلا عيون	اعمي	awn4-ef9c91e048aa5	awn4-ebdeee466b781	awn4-00958155-a	a
بلا غطاء	اعزل	awn4-e272ec0c0ca92	awn4-efe736128b3e9	awn4-01892882-s	s
بلا غطاء علوي	مكشوف من اعلي	awn4-e3aeaeda34266	awn4-ec652079591a9	awn4-02451286-a	a
بلا فجوات	متصل	awn4-ea9170aafd10d	awn4-e0d4573004e76	awn4-00292047-s	s
بلا فرح	باكتئاب	awn4-e039ba5321c4c	awn4-e2e08819f16b9	awn4-00350246-r	r
بلا فرح	كئيب	awn4-e9ef939f3fe2a	awn4-e5892d58cc1d3	awn4-01371108-a	a
بلا فكاهة	بجدية مفرطة	awn4-e165b49b0ac98	awn4-ef209cdb2f982	awn4-00361567-r	r
بلا قاع	لا قعر له	awn4-e1a3bd9c3fca4	awn4-e8a0d7e4f3ea4	awn4-00694169-s	s
بلا قبعة	حاسر الراس	awn4-ea37c7c7a3751	awn4-e6ca77b1b670a	awn4-01431711-a	a
بلا قرون	اجما	awn4-ecac0101d1f87	awn4-e3591275726db	awn4-02042146-a	a
بلا قلب	بقسوة	awn4-eab45a2766203	awn4-ede2991cd94f2	awn4-00356954-r	r
بلا قلق	خال من الهموم	awn4-e126f92e198c9	awn4-e29a59b7bcb3a	awn4-02468693-s	s
بلا قلق	مطمئن	awn4-e126f92e198c9	awn4-e5942920472ca	awn4-01929685-s	s
بلا قواعد	عنيف	awn4-ec9698874ce19	awn4-e1592d4ee3440	awn4-01671524-s	s
بلا قوة	ضعيف	awn4-e8cd77b952670	awn4-ef90327240796	awn4-00846453-a	a
بلا قوة	واه	awn4-e8cd77b952670	awn4-e9d1440b664f8	awn4-00846453-a	a
بلا قيد	بانطلاق	awn4-e0babda25cff3	awn4-e1b80aac09d18	awn4-00491393-r	r
بلا قيمة	عديم القيمة	awn4-ebbce7f4b142e	awn4-e15f862abc792	awn4-02514091-s	s
بلا قيود	غير محدود	awn4-e257b300c4efc	awn4-ee7a22ce2cde8	awn4-01067856-s	s
بلا قيود	غير مقيد	awn4-e257b300c4efc	awn4-e3e9b4962882b	awn4-01067442-s	s
بلا قيود	منفلت	awn4-e257b300c4efc	awn4-ef6310d2442a8	awn4-01320185-s	s
بلا كلام	صامت	awn4-eacc0cd50579d	awn4-e539f73328d6c	awn4-00153553-s	s
بلا كلل	بشكل دؤوب	awn4-efc61fe01566d	awn4-e9ebd77dff46a	awn4-00053027-r	r
بلا كياسة	بجمود	awn4-e0178645f7ed8	awn4-e1c66a494d00a	awn4-00196072-r	r
بلا لباقة	بفظاظة	awn4-ed4e24407352b	awn4-eb5aac78182ae	awn4-00475469-r	r
بلا لطف	بفظاظة	awn4-e655466ac182b	awn4-eb5aac78182ae	awn4-00004948-r	r
بلا لطف	بقسوة	awn4-e655466ac182b	awn4-ede2991cd94f2	awn4-00004948-r	r
بلا لقب	غير نبيل	awn4-e6e6c05109913	awn4-e74104f277f46	awn4-01598062-s	s
بلا مال	لا نقدي	awn4-e930f7842e370	awn4-ee75581dbab4b	awn4-02033575-a	a
بلا ماوي	مشرد	awn4-e6fdcd8702bed	awn4-ebde711ec60a7	awn4-01054302-s	s
بلا ماوي	مشرد	awn4-efaafdfe7dfa6	awn4-e2091317690c1	awn4-10201821-n	n
بلا ماوي	مشردون	awn4-ec0c6c97f4ff1	awn4-e852fe2b9b8fb	awn4-07964900-n	n
بلا مبالاة	باهمال	awn4-e0f4fd6e0b577	awn4-e789d952bdce3	awn4-00165349-r	r
بلا مبالاة	بعفوية	awn4-e960ba3382042	awn4-ee9ed090cad52	awn4-00244545-r	r
بلا مبالاة	بفتور	awn4-e960ba3382042	awn4-e76b5058f855a	awn4-00267091-r	r
بلا مبرر	بشكل غير مسوغ	awn4-eb5bb813eb059	awn4-ea27f68091de2	awn4-00492170-r	r
بلا مبرر	بلا سبب	awn4-e9bbe21fc7edd	awn4-ee4a1b4b2b4e0	awn4-01563435-s	s
بلا مبرر	بلا سبب	awn4-eb5bb813eb059	awn4-e233a660925d2	awn4-00352500-r	r
بلا مبرر	مجاني	awn4-e9bbe21fc7edd	awn4-edc2211e8cd11	awn4-01374480-s	s
بلا مجاملات	غير رسمي	awn4-e20f8900fe555	awn4-e2daa8953a488	awn4-00644058-s	s
بلا محرك	غير الي	awn4-ee5dfebf1f6e0	awn4-ee45868f0b87b	awn4-01564197-a	a
بلا مخاطرة	خال من المخاطر	awn4-e8342f1098a9a	awn4-e4e4728627872	awn4-02065933-s	s
بلا مراسم	بلا تكلف	awn4-e85a401dec120	awn4-e37cd0bf27409	awn4-01048766-s	s
بلا مراعاة	ببلادة شعور	awn4-e0e9a928eabdd	awn4-e69667b7549f8	awn4-00379859-r	r
بلا مرافق	غير مصحوب	awn4-eb24d5c835879	awn4-ea00865add030	awn4-02259643-s	s
بلا مرح	عابس	awn4-e7d701d7ded87	awn4-e8be5614aefe1	awn4-01371573-s	s
بلا مسؤولية	بعبث	awn4-e15cca26f6595	awn4-eb2180f4f247e	awn4-00165080-r	r
بلا مسار ثابت	شارد	awn4-e44792581c13b	awn4-e7b44495ec259	awn4-02134890-s	s
بلا مساعدة	منفرد	awn4-e1019d93d883d	awn4-e6d0a59867d42	awn4-00733220-s	s
بلا مساعدة	منفرد	awn4-ed02e47cc03fb	awn4-e7c8df8bb27a0	awn4-02362685-a	a
بلا مسالك	وعر	awn4-e1ec8f7ee85d2	awn4-ea54f31b25c95	awn4-00020278-s	s
بلا مساندة	منفرد	awn4-e99de371916b3	awn4-e6d0a59867d42	awn4-02362044-s	s
بلا مطر	خال من الامطار	awn4-e6333646689dc	awn4-ecb6b76ed4a99	awn4-02564567-s	s
بلا معني	بحماقة	awn4-e4a3dd64c5058	awn4-ead547161a450	awn4-00403618-r	r
بلا معني	بشكل عبثي	awn4-e4a3dd64c5058	awn4-e1fe0850bbd87	awn4-00450909-r	r
بلا معني	بلا تفكير	awn4-e4a3dd64c5058	awn4-e350f1bdf675c	awn4-00403618-r	r
بلا معني	عبثي	awn4-e7fc62a7584bf	awn4-e44a86596dcf5	awn4-01501055-a	a
بلا معيل	بلا مورد	awn4-e42d2392206ca	awn4-e9e2a8098591e	awn4-02031273-s	s
بلا مقابل	تطوعي	awn4-e0137e7c9835e	awn4-e27deac395c17	awn4-01715162-s	s
بلا مقابل	غير مردود	awn4-e92c8436d6392	awn4-e2b9f00f4f168	awn4-01953744-s	s
بلا منازع	مسلم به	awn4-e4fa7be67ab0b	awn4-e641c7407ca68	awn4-00605683-s	s
بلا منافس	غير معارض	awn4-ebec79c842e8a	awn4-e404a5ca2f7e8	awn4-01667514-a	a
بلا مورد	بلا معيل	awn4-e9e2a8098591e	awn4-e42d2392206ca	awn4-02031273-s	s
بلا موسيقية	بشكل غير منغم	awn4-e470777f73642	awn4-e41f0206730d3	awn4-00407299-r	r
بلا موقف	عديم الراي	awn4-e65a8d7f9169e	awn4-eecc2bcea6065	awn4-01824797-s	s
بلا نبرة	بصوت رتيب	awn4-eb17372353701	awn4-e0cfb28bbac8e	awn4-00481497-r	r
بلا نبوضة	جامد	awn4-e804333b8a73d	awn4-e70cae80014d6	awn4-00849467-s	s
بلا نظير	فردي	awn4-e975bfd524c44	awn4-e7de3e4a6f08d	awn4-01490840-s	s
بلا نغم	بنشاز	awn4-eaf9ae9385428	awn4-e2ceecde7f136	awn4-00509752-r	r
بلا نغم	نشاز	awn4-e62634000b760	awn4-e1dd31c40008a	awn4-01506062-a	a
بلا نغمة	رتابة	awn4-e299200b29855	awn4-eba674540b2ae	awn4-02439050-a	a
بلا نفس	هامد	awn4-ee251bd5ac90b	awn4-e7b0955381f6d	awn4-00097448-s	s
بلا نقاط	بلا اهداف	awn4-e2a3c9faeeb1d	awn4-eaf39ac2e55cc	awn4-02343111-s	s
بلا نهاية	الي ما لا نهاية	awn4-e9ca16d5f478b	awn4-e1fc38cdf47ae	awn4-00226558-r	r
بلا نهاية	الي ما لا نهاية	awn4-ef456bf262f20	awn4-e5d7e1e6b0a77	awn4-00382155-r	r
بلا نهاية	غير مختتم	awn4-ea7b2e06abd2e	awn4-e53439694254a	awn4-01008521-s	s
بلا نوم	بارق	awn4-e858fcb770eed	awn4-e514d32dc289f	awn4-00460439-r	r
بلا هدف	بلا جدوي	awn4-e65319af49ce8	awn4-ec99dc89f6fd1	awn4-00428539-r	r
بلا هدف	تيها	awn4-e4f7c4382e1af	awn4-e8c3894a3c39e	awn4-00268988-r	r
بلا هدف	عبثي	awn4-e0e5003a498ea	awn4-e44a86596dcf5	awn4-01916869-a	a
بلا هزيمة	غير مهزوم	awn4-ea4627d8dcf39	awn4-ef18150021ab2	awn4-00698473-a	a
بلا هوادة	بشكل صارم	awn4-eb5d12c78426a	awn4-e17a99fe14bde	awn4-00487120-r	r
بلا هوادة	بشكل غير مرن	awn4-eb5d12c78426a	awn4-e9a23389768ff	awn4-00343168-r	r
بلا هوادة	بشكل لا يرحم	awn4-eb5d12c78426a	awn4-e26c17e9f7dd8	awn4-00219849-r	r
بلا هوادة	بصرامة	awn4-eb5d12c78426a	awn4-e406495ca1a9b	awn4-00343168-r	r
بلا وازع	عديم الضمير	awn4-eb27f15ec97e3	awn4-ede3ce29d40a1	awn4-02093617-s	s
بلا والدين	يتيم	awn4-e79ed2fed7bd4	awn4-e848109192581	awn4-01738231-a	a
بلا وجه	مجهول الهوية	awn4-e57b01c90c548	awn4-e693276ee3a90	awn4-00238075-a	a
بلا ورق	اجرد	awn4-e05c91418c973	awn4-e83410d4a1124	awn4-01707947-a	a
بلا وسيط	مباشر	awn4-ee63f44f04a38	awn4-ec0fe81170a32	awn4-00774039-s	s
بلا وطن	عديم الجنسية	awn4-e3d4ba3913812	awn4-e0a0fa8c9cad4	awn4-02135074-s	s
بلا وقار	بانتهاك للحرمة	awn4-e042c3c68b6ed	awn4-ef30e5f0dd1b7	awn4-00384850-r	r
بلا يد	ابتر اليدين	awn4-e75c9d263bcd4	awn4-e0f2cf420b033	awn4-02035641-a	a
بلاء	افة	awn4-e4d7c0e2f94be	awn4-ecb4ebc17ad61	awn4-05840263-n	n
بلاء	علة	awn4-e91af185fc009	awn4-e14f9655fdc5b	awn4-14236681-n	n
بلاء	كارثة	awn4-e4d7c0e2f94be	awn4-e5e5792fea60f	awn4-07331324-n	n
بلاء	لعنة	awn4-e4d7c0e2f94be	awn4-e7cc70caddbfc	awn4-14468692-n	n
بلاء	محنة	awn4-e4d7c0e2f94be	awn4-e0cea81214d6c	awn4-14500926-n	n
بلاء	محنة	awn4-e91af185fc009	awn4-e0cea81214d6c	awn4-14236681-n	n
بلاء	مصاب	awn4-e4d7c0e2f94be	awn4-ebcb7addfdcab	awn4-07319852-n	n
بلاء	مصاب	awn4-e4d7c0e2f94be	awn4-ebcb7addfdcab	awn4-14500926-n	n
بلات دويتش	الالمانية السفلي	awn4-e8d91d9d48e51	awn4-e9d5d6840ad1e	awn4-06965011-n	n
بلاتانثيرا	جنس بلاتانثيرا	awn4-e53a2ab4670f6	awn4-e9f919cfc5818	awn4-12098233-n	n
بلاتانوس	جنس الدلب	awn4-e3345a242575a	awn4-e9c4572b6817e	awn4-12827215-n	n
بلاتانيستيدات	فصيلة دلافين النهر	awn4-ed0d17bb5d140	awn4-ed6ac6bc1ed4d	awn4-02074557-n	n
بلاتيرين	عريضة الانف	awn4-ede617ccb7f8c	awn4-e59684f2c75e5	awn4-02491919-n	n
بلاتيستيمون	اكواب القشطة	awn4-eef651a2fc354	awn4-e6cb2d265f2a8	awn4-11927874-n	n
بلاتيسريوم	جنس بلاتيسريوم	awn4-e52ed1e27647e	awn4-e2570722d971a	awn4-13198252-n	n
بلاتيسريوم	سرخس قرن الايل	awn4-e52ed1e27647e	awn4-e0f847058fedb	awn4-13198252-n	n
بلاتيلوبيوم	بازلاء مسطحة جميلة	awn4-e69e755130ebd	awn4-eace867ad5e74	awn4-12582402-n	n
بلاتيميسيوم	روبل	awn4-ebf02b55e2763	awn4-e2db3c7290e44	awn4-12583290-n	n
بلاتين	بلاتينوم	awn4-e9aa6c7a67d40	awn4-e394202f328b6	awn4-14673721-n	n
بلاتين	نقطة الموزع	awn4-e9aa6c7a67d40	awn4-e1228e815a0d6	awn4-03218529-n	n
بلاتينوم	بلاتين	awn4-e394202f328b6	awn4-e9aa6c7a67d40	awn4-14673721-n	n
بلاتيني	بلاطي	awn4-e603ac62ea8dd	awn4-efee2199f3c2f	awn4-02872572-a	a
بلاث	سيلفيا بلاث	awn4-eae54dccea86c	awn4-e3d704be1a76c	awn4-11259133-n	n
بلاجات	شاطئ منتجع	awn4-e014c70bba812	awn4-e13022941ee72	awn4-09416417-n	n
بلاجيوكلاز	اوليغوكلاز	awn4-e00bdc8822274	awn4-ede1282174727	awn4-14889467-n	n
بلاد التتار	تارتاري	awn4-ed09148483a90	awn4-e8d50b0069348	awn4-08990741-n	n
بلاد فارس	الامبراطورية الفارسية	awn4-e2c385d0a5a0f	awn4-eec929baeb7b7	awn4-08932615-n	n
بلادة	ثقل فهم	awn4-e0db686542be5	awn4-e6c37ea452435	awn4-05653699-n	n
بلادة	جلد	awn4-e0db686542be5	awn4-ef49e17f71494	awn4-04637735-n	n
بلادة	خمول ذهني	awn4-e0db686542be5	awn4-e648bbc69481c	awn4-05689093-n	n
بلادة	رواقية	awn4-e0db686542be5	awn4-e3f7a359480e3	awn4-04637735-n	n
بلادة	فتور	awn4-e0c293477afb2	awn4-ecb32dc1492e1	awn4-04852122-n	n
بلادونا	باذنجان مميت	awn4-ef1b0c3fa16f5	awn4-e3038aa251296	awn4-12919102-n	n
بلادونا	ست الحسن	awn4-ef1b0c3fa16f5	awn4-ee20b4aeeaa5b	awn4-12919102-n	n
بلاذر	شجرة الكاجو	awn4-e05fc9b9dff4e	awn4-e4f8866a76e61	awn4-12780033-n	n
بلاذر	كاجو	awn4-e05fc9b9dff4e	awn4-ee3639fea1c06	awn4-12780033-n	n
بلاذعية	بحدة	awn4-ea41ba1cb9a53	awn4-e90ec4abf90a9	awn4-00283379-r	r
بلارجونيوم	جنس اللقلقي	awn4-e29ebeb4a751b	awn4-e43302b1f180a	awn4-12707972-n	n
بلازما	مصورة	awn4-e321e4dae8629	awn4-e10c6044f9934	awn4-05410770-n	n
بلازما نووية	جبلة نووية	awn4-e1618db640aa5	awn4-e59ad4395b92c	awn4-05442360-n	n
بلازموديوفورا	جنس بلازموديوفورا	awn4-e389e2ee6e551	awn4-eb5aab93f74cb	awn4-13004164-n	n
بلازموديوم	جنس المتصورة	awn4-ea7f6d0122200	awn4-e7b7950ddd0f6	awn4-01426923-n	n
بلازموديوم	متصورة	awn4-ea7f6d0122200	awn4-e585a27142be4	awn4-01427061-n	n
بلاس	ياقوت بلاس	awn4-e50970f845ab4	awn4-e6e5082a2e025	awn4-15075959-n	n
بلاستر	باند ايد	awn4-eaea8ced38a29	awn4-ebe3a88e2eb5f	awn4-02789081-n	n
بلاستر	لاصق طبي	awn4-eaea8ced38a29	awn4-e25f758e58190	awn4-03963714-n	n
بلاستوكلاديا	جنس بلاستوكلاديا	awn4-ebc5c0dbaf5c5	awn4-e146388f43e44	awn4-12999586-n	n
بلاستوكلاديات	رتبة البلاستوكلاديات	awn4-ed512d8dac9e8	awn4-e67d9ae0bd09d	awn4-12999141-n	n
بلاستومايسس	برعمية	awn4-e98f39311c20d	awn4-ed72778382c8f	awn4-13100934-n	n
بلاستومايسس	جنس بلاستومايسس	awn4-e98f39311c20d	awn4-e49baa839e58f	awn4-13100934-n	n
بلاستوميسيت	فطر برعمي	awn4-eba25cd16b838	awn4-e638d717dc3bb	awn4-13101066-n	n
بلاستي ذاتي	ترقيعي ذاتي	awn4-e3845a798c78a	awn4-ed39258673242	awn4-02662829-a	a
بلاستيد	صانعة	awn4-ec2e3a47e7957	awn4-e5c614d54b5a0	awn4-12983382-n	n
بلاستيدة خضراء	صانعة خضراء	awn4-e5aff325f0cf0	awn4-e9698b5eb4f9b	awn4-12983752-n	n
بلاستيسين	صلصال	awn4-e3b84b28e665b	awn4-e6551edff2253	awn4-14616585-n	n
بلاستيك	لدائن	awn4-e009c3a2e9e8f	awn4-e877955b0c844	awn4-14616790-n	n
بلاستيك	متفجرات بلاستيكية	awn4-e009c3a2e9e8f	awn4-ecbb53d7a6591	awn4-03964742-n	n
بلاستيك	متفجرات لدنة	awn4-e009c3a2e9e8f	awn4-e2527513dad63	awn4-03964742-n	n
بلاستيك اميني	راتنج اميني	awn4-ebf535bc4c46c	awn4-ea32b9a991202	awn4-14767560-n	n
بلاستيك ايه بي اس	اكريلونتريل بوتادين ستايرين	awn4-ed5c32e2579ff	awn4-e39ddfe57b52a	awn4-14616208-n	n
بلاستيك حراري	لدائن حرارية	awn4-e45e99dc28006	awn4-eccfcea975019	awn4-14617524-n	n
بلاستيك سليلوزي	لدائن سليلوزية	awn4-e96dc9fec8ffb	awn4-ed8c71fdb67bd	awn4-14828209-n	n
بلاسيبو	دواء وهمي	awn4-eb38d127817ba	awn4-ea3915174392a	awn4-03958972-n	n
بلاسيدو دومينغو	دومينغو	awn4-e8f67664fd075	awn4-ee492519d8276	awn4-10958191-n	n
بلاسيديل	ايثكلورفينول	awn4-e175891e20820	awn4-e31e412c66e6d	awn4-03304735-n	n
بلاش	شجرة اللهب	awn4-e3be782a602c9	awn4-e4a4c032aab24	awn4-12530848-n	n
بلاش	كاث هندي	awn4-e3be782a602c9	awn4-e5e79a94b68b2	awn4-12530848-n	n
بلاط	بلاط ملكي	awn4-eea5a992fc086	awn4-ec682c751faa0	awn4-08346249-n	n
بلاط	قرميد	awn4-eea5a992fc086	awn4-e7afa65297a50	awn4-04442314-n	n
بلاط حجري	احجار التبليط	awn4-e1b811ae847a9	awn4-e75665d51a8f2	awn4-07972726-n	n
بلاط ملكي	بلاط	awn4-ec682c751faa0	awn4-eea5a992fc086	awn4-08346249-n	n
بلاط ملكي	ديوان	awn4-ec682c751faa0	awn4-e01c4be581bfd	awn4-08068698-n	n
بلاطة	لوح	awn4-e0e99a63014cd	awn4-e20343fb7bca8	awn4-04240514-n	n
بلاطة لعب	قطعة لعب	awn4-ede21596b148c	awn4-e629502d24510	awn4-04442512-n	n
بلاطي	بلاتيني	awn4-efee2199f3c2f	awn4-e603ac62ea8dd	awn4-02872572-a	a
بلاطي	قرميدي	awn4-efee2199f3c2f	awn4-ed1ea7be202f9	awn4-02865039-a	a
بلاطي	قصري	awn4-efee2199f3c2f	awn4-edb0d2e000e78	awn4-02872491-a	a
بلاغ	اعلان	awn4-e6e167a230d8c	awn4-e30f6d31ed767	awn4-06738907-n	n
بلاغ	برقية	awn4-e6e167a230d8c	awn4-e4d866a73c38a	awn4-06695539-n	n
بلاغ	بيان	awn4-e6e167a230d8c	awn4-e476c31c7744d	awn4-06695539-n	n
بلاغ	بيان رسمي	awn4-e6e167a230d8c	awn4-ec0053d51994f	awn4-06738907-n	n
بلاغ جنائي	اخبارية	awn4-e5dadeafe8655	awn4-e131fa5ada583	awn4-07252221-n	n
بلاغة	توفيق	awn4-e985b22e8dc42	awn4-e9c28e91d586a	awn4-04723486-n	n
بلاغة	خطابة	awn4-e562c43c17ac4	awn4-e36ca6a595c93	awn4-07086738-n	n
بلاغة	لباقة	awn4-e985b22e8dc42	awn4-e7b5661732451	awn4-04723486-n	n
بلاغة الايجاز	ايجاز	awn4-ed1cd2b75ccc0	awn4-e5f7005b6323f	awn4-07103216-n	n
بلاغي	خطابي	awn4-e3fb0b5cd7987	awn4-e9f626e4506ec	awn4-02023749-a	a
بلاغي	خطابي	awn4-e3fb0b5cd7987	awn4-e9f626e4506ec	awn4-02950191-a	a
بلاغي	مجازي	awn4-e0563265e05c9	awn4-ebac9be8ee646	awn4-01423772-s	s
بلاغية	مجازية	awn4-e93cef0622a93	awn4-e00ccac663ff3	awn4-92429753-n	n
بلافيكس	كلوبيدوغريل	awn4-eeb9561e30d28	awn4-e25d10c8f4d92	awn4-03052583-n	n
بلاك	لويحة سنية	awn4-e0265bd5c5e84	awn4-e2d33f3aeb9fd	awn4-05252098-n	n
بلاك جاك	واحد وعشرون	awn4-e63c28b66f3c3	awn4-eea7fcc92e0c1	awn4-00491361-n	n
بلاكفوت	ذوو الاقدام السوداء	awn4-e64bd71554828	awn4-ee28ede20f014	awn4-09670544-n	n
بلاكونا	جنس بلاكونا	awn4-e401b3a90fdea	awn4-e59591145c4e8	awn4-01965303-n	n
بلاكوينيل	هيدروكسي كلوروكوين	awn4-e10987ba25b0e	awn4-e35916b6f062c	awn4-03559088-n	n
بلامبالاة	باستخفاف	awn4-e5047d6b6134f	awn4-e73bc9bd6bf79	awn4-00343559-r	r
بلامبالاة	بفتور	awn4-e5047d6b6134f	awn4-ef26f53c1d85f	awn4-00394150-r	r
بلاناريا	مستورقات	awn4-eccb4cda9cb05	awn4-ebc4b6b33ce32	awn4-01927911-n	n
بلانتيشن	مزرعة استعمارية	awn4-e68d135e80b9a	awn4-e462cc94580d8	awn4-08391700-n	n
بلاندفورديا	اجراس عيد الميلاد	awn4-ea6a6e80bd580	awn4-eb2bb496ab231	awn4-12464600-n	n
بلاندفورديا	جنس بلاندفورديا	awn4-ea6a6e80bd580	awn4-e2a36405315c7	awn4-12464434-n	n
بلانكتون	عوالق	awn4-e3a14f0396db1	awn4-e129aebabc996	awn4-01386279-n	n
بلانكتوني	عوالقي	awn4-ef692c3d58e03	awn4-e6c247d18deb8	awn4-02789750-a	a
بلانمانج	مهلبية اللوز	awn4-e61e130b49d32	awn4-e7e6e2a2f4838	awn4-07626355-n	n
بلانوغرافي	طباعي مسطح	awn4-efc57aa365312	awn4-e14c5997fd24a	awn4-02789851-a	a
بلانوغرافيا	طباعة مستوية	awn4-e50447901d467	awn4-e11b4b8be5c11	awn4-06692202-n	n
بلانيتاريوم	قبة فلكية	awn4-e04408b1883f9	awn4-e9d731ce89a9f	awn4-03962433-n	n
بلاي	ويليام بلاي	awn4-e43a4cc5c7a45	awn4-e82ae0721b594	awn4-10872557-n	n
بلباقة	بادب	awn4-e12978bf6cc3c	awn4-ef00b361d1474	awn4-00219959-r	r
بلباقة	بدماثة	awn4-e12978bf6cc3c	awn4-e8fc341b090fc	awn4-00471967-r	r
بلباقة	بكياسة	awn4-e12978bf6cc3c	awn4-e0f3ac1efc1c4	awn4-00475301-r	r
بلباقة مصطنعة	بتملق	awn4-ebe8e27c0a5d8	awn4-e03f9dc2eac1a	awn4-00240144-r	r
بلبق	سقوط في الماء	awn4-e3fb7533ac741	awn4-ead6f269a5121	awn4-07404649-n	n
بلبل	خذروف	awn4-e62063bae8f46	awn4-e12301a91eba3	awn4-04461511-n	n
بلبل زيتوني	مغلظ المنقار	awn4-e8961a22a85be	awn4-e471f3189cdd5	awn4-01543473-n	n
بلبلة	اختلاط	awn4-e97a5eb81beb8	awn4-e4a10979468e2	awn4-00380562-n	n
بلبلة	ارتباك	awn4-e97a5eb81beb8	awn4-e0a14a98d074a	awn4-13999199-n	n
بلبول	بط بلبول	awn4-e2f54ca7c243b	awn4-e18eacd7fc2c2	awn4-01851798-n	n
بلجيكا	مملكة بلجيكا	awn4-ea59bd80df182	awn4-e622371e6f9d8	awn4-08868745-n	n
بلح	تمر	awn4-e05aaaa74c028	awn4-e72717c2840cb	awn4-07781049-n	n
بلح البحر	جنس ميتيلوس	awn4-e6e1d5ca0df5f	awn4-e515603edc51a	awn4-01966517-n	n
بلح البحر	ميتيلوس	awn4-e6e1d5ca0df5f	awn4-eaa73f155f935	awn4-01966517-n	n
بلد	اضعف	awn4-e371bdfe20e91	awn4-e087e63184f79	awn4-00392374-v	v
بلد	الغي الحساسية	awn4-e371bdfe20e91	awn4-e294fdaef308b	awn4-00273482-v	v
بلد	امة	awn4-e68dd3f5c1366	awn4-ede311619a7ce	awn4-08183451-n	n
بلد	امة	awn4-e68dd3f5c1366	awn4-ede311619a7ce	awn4-08185877-n	n
بلد	خدر	awn4-e371bdfe20e91	awn4-e4dfb14db65c3	awn4-00192688-v	v
بلد	خدر	awn4-e371bdfe20e91	awn4-e4dfb14db65c3	awn4-02119756-v	v
بلد	خفف حدة	awn4-e371bdfe20e91	awn4-ebd64bdd8e94a	awn4-00228445-v	v
بلد	دولة	awn4-e68dd3f5c1366	awn4-eaee14c4fcde5	awn4-08185877-n	n
بلد	دولة	awn4-e68dd3f5c1366	awn4-eaee14c4fcde5	awn4-08562388-n	n
بلد	شعب	awn4-e68dd3f5c1366	awn4-ec3992a3d8572	awn4-08183451-n	n
بلد	فتر	awn4-e371bdfe20e91	awn4-e4b65cfa75c04	awn4-00392374-v	v
بلد	قطر	awn4-e68dd3f5c1366	awn4-e2fd0c35227b2	awn4-08562388-n	n
بلداكين	ظلة هيكلية	awn4-efdf30e14e47a	awn4-e0277e2da17f6	awn4-02781136-n	n
بلدة	دائرة انتخابية	awn4-e20e5dabd4521	awn4-e296891d5b37f	awn4-08557579-n	n
بلدة	ضاحية	awn4-e20e5dabd4521	awn4-e25cee53e5ffe	awn4-08689937-n	n
بلدة المقاطعة	عاصمة المقاطعة	awn4-edbe80900456e	awn4-ed9a9269712ce	awn4-08564875-n	n
بلدة صغيرة	قرية	awn4-e4610bd92c096	awn4-e10ad6bf6e8dc	awn4-08243620-n	n
بلدة صغيرة	مستوطنة	awn4-e4610bd92c096	awn4-e3beae2bbcb2f	awn4-08243620-n	n
بلدوزر	جرافة	awn4-eebb241d1ab70	awn4-e211cd9d7ab6d	awn4-02919525-n	n
بلدي	اصلي	awn4-e7d6866cc4752	awn4-ed3baaa82abc4	awn4-00019226-n	n
بلدي	عضو مجلس بلدي	awn4-eb9a40f2963e8	awn4-e5d5244c19aed	awn4-03051617-a	a
بلدي	عمدي	awn4-eb9a40f2963e8	awn4-ec164044d7fa4	awn4-03096500-a	a
بلدي	محلي	awn4-eb9a40f2963e8	awn4-e043a4ffac22d	awn4-02711654-a	a
بلدي	مديني	awn4-eb9a40f2963e8	awn4-ecd08f581d1e9	awn4-02708066-a	a
بلدية	حي	awn4-e7a6eca209a69	awn4-e414bb6e5601d	awn4-08558095-n	n
بلدية	دائرة ادارية	awn4-e7a6eca209a69	awn4-ec836318de7fb	awn4-08558095-n	n
