entityId	languageTag	label	description	typeId	typeLabel	sitelinks	enwikiUrl
Q21179921	en	Bhoti Kinnauri	language	Q34770	language	2	
Q21179986	en	Koraku	language	Q34770	language	2	
Q21180	en	Silkeborg	city in central Denmark	Q515	city	58	https://en.wikipedia.org/wiki/Silkeborg
Q211805	en	Bartın	central district and city in Bartın Province, Turkey	Q515	city	63	https://en.wikipedia.org/wiki/Bart%C4%B1n
Q21181	en	Fredericia	town in Denmark	Q515	city	60	https://en.wikipedia.org/wiki/Fredericia
Q211811	en	Burdur	central district and city in Burdur Province, Turkey	Q515	city	65	https://en.wikipedia.org/wiki/Burdur
Q211828	en	Bayburt	central district and city in Bayburt Province, Turkey	Q515	city	72	https://en.wikipedia.org/wiki/Bayburt
Q211867	en	Oshawa	city in Durham Region, Ontario, Canada	Q515	city	64	https://en.wikipedia.org/wiki/Oshawa
Q2118858	en	PureBasic	commercially distributed procedural computer programming language and integrated development environment	Q9143	programming language	15	https://en.wikipedia.org/wiki/PureBasic
Q211950	en	Dunfermline	city and former Royal Burgh in Fife, Scotland, UK	Q515	city	57	https://en.wikipedia.org/wiki/Dunfermline
Q211952	en	Kuşadası	district and town of Aydın, Turkey	Q515	city	64	https://en.wikipedia.org/wiki/Ku%C5%9Fadas%C4%B1
Q21197	en	Chișinău	capital of Moldova	Q515	city	193	https://en.wikipedia.org/wiki/Chi%C8%99in%C4%83u
Q211970	en	Entebbe	city in Uganda	Q515	city	61	https://en.wikipedia.org/wiki/Entebbe
Q2119752	en	University of Urbino	Italian university	Q3918	university	20	https://en.wikipedia.org/wiki/University_of_Urbino
Q212	en	Ukraine	country in Eastern Europe	Q6256	country	386	https://en.wikipedia.org/wiki/Ukraine
Q21203	en	Aruba	Caribbean island constituent country of the Kingdom of the Netherlands	Q6256	country	200	https://en.wikipedia.org/wiki/Aruba
Q2122792	en	Mor	Austronesian language spoken in Indonesia	Q34770	language	8	https://en.wikipedia.org/wiki/Mor_language_(Austronesian)
Q212283	en	Wells	cathedral city in Somerset, England, UK	Q515	city	59	https://en.wikipedia.org/wiki/Wells,_Somerset
Q212289	en	Palmerston North	city on the North Island in New Zealand	Q515	city	56	https://en.wikipedia.org/wiki/Palmerston_North
Q2123	en	Regina	capital and second-largest city of the province of Saskatchewan, Canada	Q515	city	93	https://en.wikipedia.org/wiki/Regina,_Saskatchewan
Q212332	en	Kanchipuram	city in Tamil Nadu, India	Q515	city	60	https://en.wikipedia.org/wiki/Kanchipuram
Q212546	en	Akhaltsikhe	town in Georgia	Q515	city	64	https://en.wikipedia.org/wiki/Akhaltsikhe
Q212569	en	Simula	programming language	Q9143	programming language	35	https://en.wikipedia.org/wiki/Simula
Q2126436	en	Ras al-Khaimah	capital of Ras al-Khaimah, UAE	Q515	city	51	https://en.wikipedia.org/wiki/Ras_Al_Khaimah
Q212665	en	Strange Days	1967 sophomore studio album by The Doors	Q482994	album	43	https://en.wikipedia.org/wiki/Strange_Days_(The_Doors_album)
Q212680	en	Lushnjë	city in Fier County, Albania	Q515	city	59	https://en.wikipedia.org/wiki/Lushnj%C3%AB
Q2127	en	Charlottetown	capital city of the province of Prince Edward Island, Canada	Q515	city	85	https://en.wikipedia.org/wiki/Charlottetown
Q212757	en	Qamishli	city in northeastern Syria	Q515	city	59	https://en.wikipedia.org/wiki/Qamishli
Q212773	en	Antigua Guatemala	city in the central highlands of Guatemala	Q515	city	69	https://en.wikipedia.org/wiki/Antigua_Guatemala
Q21282543	en	Jennu Kurumba	language	Q34770	language	9	https://en.wikipedia.org/wiki/Jenu_Kurumba_language
Q212841	en	Drama	city in northeastern Greece	Q515	city	51	https://en.wikipedia.org/wiki/Drama,_Greece
Q212846	en	L.A. Woman	1971 studio album by The Doors	Q482994	album	41	https://en.wikipedia.org/wiki/L.A._Woman
Q212856	en	Wadowice	town of Poland	Q515	city	54	https://en.wikipedia.org/wiki/Wadowice
Q212863	en	Pet Sounds	1966 studio album by the Beach Boys	Q482994	album	45	https://en.wikipedia.org/wiki/Pet_Sounds
Q212984	en	New Plymouth	city of New Zealand in Taranaki Region	Q515	city	53	https://en.wikipedia.org/wiki/New_Plymouth
Q213	en	Czech Republic	country in Central Europe	Q6256	country	354	https://en.wikipedia.org/wiki/Czech_Republic
Q213014	en	Akola	city in Maharashtra, India	Q515	city	57	https://en.wikipedia.org/wiki/Akola
Q213026	en	Bareilly	city in Uttar Pradesh, India	Q515	city	66	https://en.wikipedia.org/wiki/Bareilly
Q213127	en	Ukmergė	city in Lithuania	Q515	city	56	https://en.wikipedia.org/wiki/Ukmerg%C4%97
Q213248	en	Tirunelveli	city in Tamil Nadu, South India	Q515	city	52	https://en.wikipedia.org/wiki/Tirunelveli
Q213434	en	Samogitian	Eastern Baltic variety spoken mostly in Samogitia, in the western part of Lithuania	Q34770	language	62	https://en.wikipedia.org/wiki/Samogitian_language
Q213516	en	Metallica	1991 studio album by Metallica	Q482994	album	46	https://en.wikipedia.org/wiki/Metallica_(album)
Q2138	en	Fredericton	capital city of the province of New Brunswick, Canada	Q515	city	87	https://en.wikipedia.org/wiki/Fredericton
Q213898	en	Preveza	city of Epirus, Greece	Q515	city	51	https://en.wikipedia.org/wiki/Preveza
Q214	en	Slovakia	country in Central Europe	Q6256	country	338	https://en.wikipedia.org/wiki/Slovakia
Q21403256	en	Marma	Sino-Tibetan language of Bangladesh and India	Q34770	language	2	https://en.wikipedia.org/wiki/Marma_language
Q21403317	en	Mawchi	language	Q34770	language	3	https://en.wikipedia.org/wiki/Mawchi_language
Q214057	en	Seltjarnarnes	municipality in Capital Region, Iceland	Q515	city	50	https://en.wikipedia.org/wiki/Seltjarnarnes
Q214134	en	Waiting for the Sun	1968 studio album The Doors	Q482994	album	42	https://en.wikipedia.org/wiki/Waiting_for_the_Sun
Q214139	en	Morrison Hotel	1970 studio album by The Doors	Q482994	album	41	https://en.wikipedia.org/wiki/Morrison_Hotel
Q214178	en	Nablus	city in the West Bank, State of Palestine	Q515	city	77	https://en.wikipedia.org/wiki/Nablus
Q214248	en	Benguela	city in Angola	Q515	city	66	https://en.wikipedia.org/wiki/Benguela
Q214303	en	Gümüşhane	central district and city in Gümüşhane Province, Turkey	Q515	city	61	https://en.wikipedia.org/wiki/G%C3%BCm%C3%BC%C5%9Fhane
Q214341	en	University of Amsterdam	public university in Amsterdam, Netherlands	Q3918	university	65	https://en.wikipedia.org/wiki/University_of_Amsterdam
Q214344	en	Kočani	town and seat of Kočani Municipality, North Macedonia	Q515	city	56	https://en.wikipedia.org/wiki/Ko%C4%8Dani
Q214485	en	Kisumu	city in Kenya	Q515	city	68	https://en.wikipedia.org/wiki/Kisumu
Q214495	en	Bamyan	The Cradle of Hazara Civilization	Q515	city	66	https://en.wikipedia.org/wiki/Bamyan
Q214651	en	Bandırma	district and town in Balıkesir, Turkey	Q515	city	53	https://en.wikipedia.org/wiki/Band%C4%B1rma
Q214655	en	Çorlu	district and city in Turkey	Q515	city	61	https://en.wikipedia.org/wiki/%C3%87orlu
Q214681	en	Panaji	capital city of Goa	Q515	city	83	https://en.wikipedia.org/wiki/Panaji
Q2147917	en	Alawa	Australian Aboriginal language	Q34770	language	10	https://en.wikipedia.org/wiki/Alawa_language
Q21481817	en	Inpui	language	Q34770	language	6	https://en.wikipedia.org/wiki/Inpui_language
Q21481876	en	Khoibu	Sino-Tibetan language in Manipur, India	Q34770	language	5	https://en.wikipedia.org/wiki/Uipo_language
Q214973	en	...And Justice for All	1988 studio album by Metallica	Q482994	album	45	https://en.wikipedia.org/wiki/...And_Justice_for_All_(album)
Q215	en	Slovenia	country in Central Europe	Q6256	country	331	https://en.wikipedia.org/wiki/Slovenia
Q215080	en	Machala	city in Ecuador, capital of the El Oro Province	Q515	city	55	https://en.wikipedia.org/wiki/Machala
Q215277	en	Jaffna	capital city of the Northern Province of Sri Lanka	Q515	city	70	https://en.wikipedia.org/wiki/Jaffna
Q21550769	en	medieval Italian	language	Q34770	language	0	
Q2155119	en	Chamicuro	language	Q34770	language	17	https://en.wikipedia.org/wiki/Chamicuro_language
Q215633	en	Łomża	City with powiat rights of Poland	Q515	city	66	https://en.wikipedia.org/wiki/%C5%81om%C5%BCa
Q2157412	en	Nese	language	Q34770	language	5	https://en.wikipedia.org/wiki/Nese_language
Q2157421	en	Malfaxal	language	Q34770	language	6	https://en.wikipedia.org/wiki/Malfaxal_language
Q2157431	en	Vinmavis	language	Q34770	language	9	https://en.wikipedia.org/wiki/Neve%CA%BBei_language
Q2157439	en	Bajaw	language	Q34770	language	9	
Q2157452	en	Ninde	language	Q34770	language	7	https://en.wikipedia.org/wiki/Ninde_language
Q2157461	en	Katbol	language	Q34770	language	9	https://en.wikipedia.org/wiki/Avava_language
Q2159476	en	Lemko	dialect of Rusyn or language	Q34770	language	2	
Q216	en	Vilnius	capital and largest city of Lithuania	Q515	city	228	https://en.wikipedia.org/wiki/Vilnius
Q2160405	en	Vao	Austronesian language of the Oceanic branch	Q34770	language	10	https://en.wikipedia.org/wiki/Vao_language
Q2160435	en	Nahavaq	language	Q34770	language	7	https://en.wikipedia.org/wiki/Nahavaq_language
Q216075	en	Cần Thơ	city of Vietnam	Q515	city	81	https://en.wikipedia.org/wiki/C%E1%BA%A7n_Th%C6%A1
Q2160963	en	PL/M	high-level programming language for Intel microprocessors	Q9143	programming language	15	https://en.wikipedia.org/wiki/PL/M
Q216243	en	Nalanda Mahavihara	ancient Hindu-Buddhist monastery in present-day Bihar, India	Q3918	university	71	https://en.wikipedia.org/wiki/Nalanda_mahavihara
Q2164778	en	Naro	Khoe language of Botswana and Namibia	Q34770	language	11	https://en.wikipedia.org/wiki/Naro_language
Q21655542	en	Southern Paiute		Q34770	language	2	https://en.wikipedia.org/wiki/Southern_Paiute_language
Q21658869	en	Narua	language	Q34770	language	6	https://en.wikipedia.org/wiki/Na_language
Q216638	en	Wakefield	city in West Yorkshire, England	Q515	city	58	https://en.wikipedia.org/wiki/Wakefield
Q2166735	en	ALGOL 68	programming language	Q9143	programming language	20	https://en.wikipedia.org/wiki/ALGOL_68
Q2167	en	Lund	city in the southern Swedish province of Scania	Q515	city	105	https://en.wikipedia.org/wiki/Lund
Q2167573	en	Fiteny Antankarana	Western Malagasy language	Q34770	language	7	https://en.wikipedia.org/wiki/Antakarana_dialect
Q216835	en	Cap-Haïtien	city in Haiti	Q515	city	51	https://en.wikipedia.org/wiki/Cap-Ha%C3%AFtien
Q216847	en	Cúcuta	capital city of North Santander, Colombia	Q515	city	76	https://en.wikipedia.org/wiki/C%C3%BAcuta
Q216853	en	Camaiore	commune in Italy	Q515	city	59	https://en.wikipedia.org/wiki/Camaiore
Q216902	en	Kabwe	city in central province of Zambia	Q515	city	50	https://en.wikipedia.org/wiki/Kabwe
Q216912	en	Muğla	city in southwestern Turkey	Q515	city	66	https://en.wikipedia.org/wiki/Mu%C4%9Fla
Q216939	en	Essaouira	city in Marrakech-Safi, Morocco	Q515	city	73	https://en.wikipedia.org/wiki/Essaouira
Q216990	en	Blida	city and commune in Algeria	Q515	city	62	https://en.wikipedia.org/wiki/Blida
Q217	en	Moldova	country in Eastern Europe	Q6256	country	330	https://en.wikipedia.org/wiki/Moldova
Q217040	en	Tamale	city in Northern Region, Ghana	Q515	city	60	https://en.wikipedia.org/wiki/Tamale,_Ghana
Q217071	en	Pucallpa	capital city of Ucayali, Peru	Q515	city	52	https://en.wikipedia.org/wiki/Pucallpa
Q217125	en	İznik	district and town in the Province of Bursa, Turkey	Q515	city	75	https://en.wikipedia.org/wiki/%C4%B0znik
Q217156	en	Ismailia	city in Egypt	Q515	city	70	https://en.wikipedia.org/wiki/Ismailia
Q217203	en	The Soft Parade	album by The Doors	Q482994	album	42	https://en.wikipedia.org/wiki/The_Soft_Parade
Q217426	en	Soweto	township of South Africa	Q515	city	59	https://en.wikipedia.org/wiki/Soweto
Q217439	en	University of Hawaiʻi System	college and university system in the U.S. state of Hawaiʻi	Q3918	university	42	https://en.wikipedia.org/wiki/University_of_Hawai%CA%BBi_System
Q217443	en	Chiatura	human settlement	Q515	city	52	https://en.wikipedia.org/wiki/Chiatura
Q2177054	en	Russian Institute of Theatre Arts	Russian academy of theater and arts	Q3918	university	26	https://en.wikipedia.org/wiki/Russian_Institute_of_Theatre_Arts
Q217720	en	Çeşme	town and district in İzmir Province, Turkey	Q515	city	54	https://en.wikipedia.org/wiki/%C3%87e%C5%9Fme
Q218	en	Romania	country in Southeast Europe	Q6256	country	346	https://en.wikipedia.org/wiki/Romania
Q21838040	en	Dadanitic	ancient Arabian language	Q34770	language	8	https://en.wikipedia.org/wiki/Dadanitic
Q218513	en	Bleach	1989 debut studio album by Nirvana	Q482994	album	46	https://en.wikipedia.org/wiki/Bleach_(Nirvana_album)
Q218861	en	Gondar	city, former capital of Ethiopia	Q515	city	68	https://en.wikipedia.org/wiki/Gondar
Q218928	en	Antsiranana	commune in Madagascar	Q515	city	57	https://en.wikipedia.org/wiki/Antsiranana
Q218971	en	Toxicity	2001 studio album by System of a Down	Q482994	album	40	https://en.wikipedia.org/wiki/Toxicity_(album)
Q219	en	Bulgaria	country in southeast Europe	Q6256	country	359	https://en.wikipedia.org/wiki/Bulgaria
Q219060	en	Palestine	state in West Asia	Q6256	country	222	https://en.wikipedia.org/wiki/Palestine
Q219117	en	Zomba	city in the southern parts of Malawi	Q515	city	52	https://en.wikipedia.org/wiki/Zomba,_Malawi
Q21921428	en	Crystal	programming language	Q9143	programming language	15	https://en.wikipedia.org/wiki/Crystal_(programming_language)
Q219417	en	Húsavík	town in Iceland	Q515	city	55	https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk
Q219425	en	Californication	1999 studio album by Red Hot Chili Peppers	Q482994	album	41	https://en.wikipedia.org/wiki/Californication_(album)
Q2194290	en	Central Huasteca Nahuatl	language	Q34770	language	7	
Q219564	en	Karolinska Institutet	medical university located in Stockholm, Sweden	Q3918	university	58	https://en.wikipedia.org/wiki/Karolinska_Institute
Q219583	en	El Jadida	city in Morocco	Q515	city	64	https://en.wikipedia.org/wiki/El_Jadida
Q219671	en	Ndola	city in Zambia	Q515	city	58	https://en.wikipedia.org/wiki/Ndola
Q2196866	en	Palu'e	language spoken in Indonesia	Q34770	language	11	https://en.wikipedia.org/wiki/Palu%CA%BCe_language
Q219747	en	Sheer Heart Attack	1974 studio album by Queen	Q482994	album	50	https://en.wikipedia.org/wiki/Sheer_Heart_Attack
Q2203	en	Arica	city of Chile	Q515	city	103	https://en.wikipedia.org/wiki/Arica
Q2203911	en	Romeyka	language	Q34770	language	2	
Q2204061	en	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	language	Q34770	language	2	
Q22074616	en	Shendu	language	Q34770	language	2	
Q220756	en	A Day at the Races	1976 studio album by Queen	Q482994	album	47	https://en.wikipedia.org/wiki/A_Day_at_the_Races_(album)
Q22077739	en	Shumcho	language	Q34770	language	4	https://en.wikipedia.org/wiki/Shumcho_language
Q22080879	en	Spiti Bhoti	Bodic language	Q34770	language	6	https://en.wikipedia.org/wiki/Spiti_Bhoti
Q22083804	en	Chitwania Tharu	Indo-European language	Q34770	language	3	
Q22083815	en	Dangaura Tharu	Indo-European language	Q34770	language	4	https://en.wikipedia.org/wiki/Dangaura_Tharu
Q22083822	en	Kathariya Tharu	Indo-European language	Q34770	language	4	https://en.wikipedia.org/wiki/Kathariya_Tharu
Q22083826	en	Kochila Tharu	Indo-European language	Q34770	language	8	https://en.wikipedia.org/wiki/Kochila_Tharu
Q220843	en	Walvis Bay	city and harbour in Erongo Region, Namibia	Q515	city	76	https://en.wikipedia.org/wiki/Walvis_Bay
Q221	en	North Macedonia	country in southeastern Europe	Q6256	country	325	https://en.wikipedia.org/wiki/North_Macedonia
Q2211	en	Malmö	city in Skåne County, Sweden	Q515	city	148	https://en.wikipedia.org/wiki/Malm%C3%B6
Q221447	en	Ramla	city in Israel	Q515	city	63	https://en.wikipedia.org/wiki/Ramla
Q221734	en	Rason	North Korean city and ice-free port in the East Sea	Q515	city	60	https://en.wikipedia.org/wiki/Rason
Q221914	en	Moçâmedes	city in Angola	Q515	city	57	https://en.wikipedia.org/wiki/Mo%C3%A7%C3%A2medes
Q221921	en	Comodoro Rivadavia	city in Chubut, Argentina	Q515	city	54	https://en.wikipedia.org/wiki/Comodoro_Rivadavia
Q222	en	Albania	country in southeastern Europe	Q6256	country	384	https://en.wikipedia.org/wiki/Albania
Q222001	en	In Utero	1993 studio album by Nirvana	Q482994	album	43	https://en.wikipedia.org/wiki/In_Utero
Q2222616	en	Telšiai	city in Lithuania	Q515	city	62	https://en.wikipedia.org/wiki/Tel%C5%A1iai
Q222267	en	Kanniyakumari	coastal city in the state of Tamil Nadu on main land India's southern tip	Q515	city	60	https://en.wikipedia.org/wiki/Kanyakumari
Q2222874	en	Zanzibar City	city in Tanzania	Q515	city	64	https://en.wikipedia.org/wiki/Zanzibar_City
Q22236996	en	Gamale Kham	Sino-Tibetan language	Q34770	language	3	
Q22237017	en	Western Parbate Kham	Sino-Tibetan language	Q34770	language	2	
Q222738	en	National Autonomous University of Mexico	public research university in Mexico	Q3918	university	58	https://en.wikipedia.org/wiki/National_Autonomous_University_of_Mexico
Q222755	en	Ibagué	capital of the department of Tolima in Colombia	Q515	city	65	https://en.wikipedia.org/wiki/Ibagu%C3%A9
Q22281491	en	Northern Cuicatec	language of Mexico	Q34770	language	0	
Q223	en	Greenland	autonomous territory of the Kingdom of Denmark and world's largest island	Q6256	country	255	https://en.wikipedia.org/wiki/Greenland
Q22303142	en	Tatar in Belarus	Tatar language spoken in Belarus	Q34770	language	3	
Q22303263	en	Western Magar	Sino-Tibetan language	Q34770	language	2	
Q223154	en	Peshkopi	town in Dibër Municipality, Albania	Q515	city	84	https://en.wikipedia.org/wiki/Peshkopi
Q223181	en	Queen II	1974 sophomore studio album by Queen	Q482994	album	49	https://en.wikipedia.org/wiki/Queen_II
Q22320437	en	Ganan	language of Myanmar	Q34770	language	0	
Q2232696	en	Walmajarri	language	Q34770	language	13	https://en.wikipedia.org/wiki/Walmajarri_language
Q223306	en	Lango	spoken in Lango sub-region of Uganda	Q34770	language	6	https://en.wikipedia.org/wiki/Lango_language_(South_Sudan)
Q223314	en	Qaanaaq	place in Greenland, Kingdom of Denmark	Q515	city	55	https://en.wikipedia.org/wiki/Qaanaaq
Q2233794	en	Tây Bồi pidgin	language	Q34770	language	10	https://en.wikipedia.org/wiki/T%C3%A2y_B%E1%BB%93i_Pidgin_French
Q223433	en	PL/I	procedural, imperative computer programming language	Q9143	programming language	37	https://en.wikipedia.org/wiki/PL/I
